,team1,team1pts,team2,team2pts,1GP,1W,1L,1MIN,1OffRtg,1DefRtg,1NetRtg,1AST%,1AST/TO,1ASTRatio,1OREB%,1DREB%,1REB%,1TOV%,1eFG%,1TS%,1PACE,1PIE,2GP,2W,2L,2MIN,2OffRtg,2DefRtg,2NetRtg,2AST%,2AST/TO,2ASTRatio,2OREB%,2DREB%,2REB%,2TOV%,2eFG%,2TS%,2PACE,2PIE,net
10,Detroit Pistons,101,Memphis Grizzlies,94,16,6,10,773.0,104.5,109.6,-5.2,60.2,1.61,16.8,25.9,76.1,49.7,14.2,50.2,53.7,95.97,45.9,16,2,14,773.0,100.7,109.8,-9.1,67.1,1.55,18.3,24.8,73.9,48.7,16.2,49.0,52.8,96.68,45.5,7
11,Philadelphia 76ers,132,Phoenix Suns,127,15,11,4,720.0,115.7,108.7,7.0,70.4,1.84,20.3,31.2,74.8,53.6,15.8,56.4,60.1,103.07,55.4,15,2,13,720.0,105.4,116.1,-10.7,58.7,1.51,16.8,24.7,65.3,45.0,14.9,51.2,55.4,102.30,44.2,5
12,Oklahoma City Thunder,107,Los Angeles Lakers,100,14,9,5,687.0,113.4,112.2,1.1,57.6,2.06,17.4,26.9,71.3,49.0,11.6,53.1,56.5,104.14,49.8,15,6,9,735.0,104.7,107.6,-2.9,59.7,1.47,17.2,29.4,70.1,50.6,16.2,50.7,53.7,103.05,49.0,7
13,Toronto Raptors,107,San Antonio Spurs,125,15,10,5,730.0,113.2,110.1,3.0,60.0,1.82,17.9,27.5,70.6,49.1,13.5,53.3,57.4,100.70,51.5,15,10,5,730.0,114.5,111.7,2.9,59.5,1.91,18.6,24.3,75.5,51.1,13.3,55.9,59.6,99.39,52.0,-18
14,Denver Nuggets,117,Sacramento Kings,113,16,12,4,768.0,117.8,111.1,6.7,62.6,2.32,19.6,32.7,75.9,54.1,12.2,54.5,57.3,97.34,53.5,15,7,8,725.0,106.7,108.5,-1.8,63.7,1.90,18.7,28.2,70.3,48.8,13.8,51.5,53.9,101.46,49.4,4
15,Houston Rockets,135,Golden State Warriors,134,14,8,6,687.0,115.9,114.6,1.3,50.8,1.55,14.7,25.6,68.1,46.2,12.6,53.0,57.9,100.16,47.2,13,11,2,629.0,123.8,110.4,13.4,69.2,2.58,22.2,29.1,73.8,52.7,12.6,59.5,62.2,101.99,57.9,1
16,Utah Jazz,117,Cleveland Cavaliers,91,15,11,4,720.0,111.0,105.9,5.1,63.4,1.88,18.0,27.5,75.8,51.9,13.2,52.2,56.4,100.13,53.7,15,3,12,720.0,105.6,120.7,-15.2,56.2,1.56,16.3,25.0,73.1,47.6,13.9,50.9,54.7,98.00,41.1,26
17,Dallas Mavericks,93,Boston Celtics,114,15,6,9,720.0,108.8,108.0,0.8,58.7,1.68,16.7,29.7,71.9,50.9,13.8,51.1,54.3,97.33,50.1,15,11,4,720.0,114.5,104.8,9.7,64.0,1.96,19.6,27.9,70.9,50.3,14.2,55.3,58.4,99.90,55.7,-21
18,Indiana Pacers,119,Chicago Bulls,116,14,7,7,677.0,110.2,112.1,-1.9,64.3,2.22,19.3,28.4,73.6,49.9,12.3,51.5,55.0,98.80,49.4,15,2,13,725.0,104.7,115.1,-10.4,54.8,1.59,16.3,25.0,72.8,48.3,13.8,50.3,53.8,98.71,44.0,3
19,Brooklyn Nets,109,Memphis Grizzlies,100,15,11,4,725.0,110.7,106.9,3.8,56.7,1.48,16.4,30.0,72.9,51.8,15.2,52.6,56.4,103.18,51.3,16,2,14,773.0,100.7,109.8,-9.1,67.1,1.55,18.3,24.8,73.9,48.7,16.2,49.0,52.8,96.68,45.5,9
20,Washington Wizards,109,Miami Heat,115,14,8,6,682.0,110.6,107.2,3.4,65.4,2.08,19.4,24.4,71.5,47.7,13.0,54.0,56.8,100.75,51.1,14,7,7,672.0,106.0,108.3,-2.3,65.0,1.73,18.9,27.4,74.6,51.0,15.3,52.7,54.7,96.14,49.3,-6
21,Orlando Magic,103,Minnesota Timberwolves,120,16,5,11,773.0,107.6,109.7,-2.0,61.7,1.92,18.2,24.5,77.2,50.4,13.0,51.5,54.7,98.24,49.5,14,8,6,677.0,110.2,109.2,1.0,59.1,1.75,16.8,32.1,73.3,51.7,13.5,49.5,54.1,100.43,49.6,-17
22,Atlanta Hawks,112,Milwaukee Bucks,144,14,5,9,672.0,108.5,113.3,-4.8,61.0,1.33,17.5,32.5,70.7,51.5,18.4,53.1,56.5,103.71,46.3,15,12,3,720.0,114.2,102.7,11.6,59.8,1.95,19.0,22.9,75.2,50.9,13.2,56.6,59.6,102.83,57.4,-32
23,Los Angeles Clippers,121,Phoenix Suns,111,16,7,9,773.0,109.1,109.4,-0.3,60.5,1.82,17.6,26.4,71.4,49.0,13.2,51.4,55.4,100.97,49.2,15,2,13,720.0,105.4,116.1,-10.7,58.7,1.51,16.8,24.7,65.3,45.0,14.9,51.2,55.4,102.30,44.2,10
24,New York Knicks,119,Los Angeles Lakers,112,13,1,12,624.0,102.9,113.0,-10.1,52.9,1.61,14.9,23.3,66.3,44.4,12.2,47.6,52.1,99.50,44.3,15,6,9,735.0,104.7,107.6,-2.9,59.7,1.47,17.2,29.4,70.1,50.6,16.2,50.7,53.7,103.05,49.0,7
25,Oklahoma City Thunder,111,Portland Trail Blazers,109,14,9,5,687.0,113.4,112.2,1.1,57.6,2.06,17.4,26.9,71.3,49.0,11.6,53.1,56.5,104.14,49.8,15,11,4,725.0,117.0,108.1,8.8,60.8,2.03,18.7,30.3,73.7,52.6,13.0,54.3,58.4,99.97,55.6,2
26,Charlotte Hornets,110,Denver Nuggets,123,14,6,8,672.0,106.7,114.0,-7.3,58.2,1.62,16.6,27.6,74.5,50.5,14.0,50.4,54.0,98.79,45.6,16,12,4,768.0,117.8,111.1,6.7,62.6,2.32,19.6,32.7,75.9,54.1,12.2,54.5,57.3,97.34,53.5,-13
27,Utah Jazz,110,Detroit Pistons,105,15,11,4,720.0,111.0,105.9,5.1,63.4,1.88,18.0,27.5,75.8,51.9,13.2,52.2,56.4,100.13,53.7,16,6,10,773.0,104.5,109.6,-5.2,60.2,1.61,16.8,25.9,76.1,49.7,14.2,50.2,53.7,95.97,45.9,5
28,Dallas Mavericks,100,Philadelphia 76ers,106,15,6,9,720.0,108.8,108.0,0.8,58.7,1.68,16.7,29.7,71.9,50.9,13.8,51.1,54.3,97.33,50.1,15,11,4,720.0,115.7,108.7,7.0,70.4,1.84,20.3,31.2,74.8,53.6,15.8,56.4,60.1,103.07,55.4,-6
29,New Orleans Pelicans,133,Cleveland Cavaliers,98,14,6,8,672.0,114.5,111.0,3.5,60.2,1.98,18.8,25.0,72.9,50.0,13.1,54.9,58.5,102.43,52.3,15,3,12,720.0,105.6,120.7,-15.2,56.2,1.56,16.3,25.0,73.1,47.6,13.9,50.9,54.7,98.00,41.1,35
30,Toronto Raptors,123,Milwaukee Bucks,116,15,10,5,730.0,113.2,110.1,3.0,60.0,1.82,17.9,27.5,70.6,49.1,13.5,53.3,57.4,100.70,51.5,15,12,3,720.0,114.2,102.7,11.6,59.8,1.95,19.0,22.9,75.2,50.9,13.2,56.6,59.6,102.83,57.4,7
31,Memphis Grizzlies,88,San Antonio Spurs,108,16,2,14,773.0,100.7,109.8,-9.1,67.1,1.55,18.3,24.8,73.9,48.7,16.2,49.0,52.8,96.68,45.5,15,10,5,730.0,114.5,111.7,2.9,59.5,1.91,18.6,24.3,75.5,51.1,13.3,55.9,59.6,99.39,52.0,-20
32,Houston Rockets,101,Portland Trail Blazers,110,14,8,6,687.0,115.9,114.6,1.3,50.8,1.55,14.7,25.6,68.1,46.2,12.6,53.0,57.9,100.16,47.2,15,11,4,725.0,117.0,108.1,8.8,60.8,2.03,18.7,30.3,73.7,52.6,13.0,54.3,58.4,99.97,55.6,-9
33,Golden State Warriors,127,Sacramento Kings,123,13,11,2,629.0,123.8,110.4,13.4,69.2,2.58,22.2,29.1,73.8,52.7,12.6,59.5,62.2,101.99,57.9,15,7,8,725.0,106.7,108.5,-1.8,63.7,1.90,18.7,28.2,70.3,48.8,13.8,51.5,53.9,101.46,49.4,4
34,Brooklyn Nets,117,Chicago Bulls,100,15,11,4,725.0,110.7,106.9,3.8,56.7,1.48,16.4,30.0,72.9,51.8,15.2,52.6,56.4,103.18,51.3,15,2,13,725.0,104.7,115.1,-10.4,54.8,1.59,16.3,25.0,72.8,48.3,13.8,50.3,53.8,98.71,44.0,17
35,Orlando Magic,96,Los Angeles Clippers,106,16,5,11,773.0,107.6,109.7,-2.0,61.7,1.92,18.2,24.5,77.2,50.4,13.0,51.5,54.7,98.24,49.5,16,7,9,773.0,109.1,109.4,-0.3,60.5,1.82,17.6,26.4,71.4,49.0,13.2,51.4,55.4,100.97,49.2,-10
36,Los Angeles Lakers,86,Minnesota Timberwolves,108,15,6,9,735.0,104.7,107.6,-2.9,59.7,1.47,17.2,29.4,70.1,50.6,16.2,50.7,53.7,103.05,49.0,14,8,6,677.0,110.2,109.2,1.0,59.1,1.75,16.8,32.1,73.3,51.7,13.5,49.5,54.1,100.43,49.6,-22
37,Miami Heat,82,Atlanta Hawks,106,14,7,7,672.0,106.0,108.3,-2.3,65.0,1.73,18.9,27.4,74.6,51.0,15.3,52.7,54.7,96.14,49.3,14,5,9,672.0,108.5,113.3,-4.8,61.0,1.33,17.5,32.5,70.7,51.5,18.4,53.1,56.5,103.71,46.3,-24
38,Washington Wizards,116,Oklahoma City Thunder,98,14,8,6,682.0,110.6,107.2,3.4,65.4,2.08,19.4,24.4,71.5,47.7,13.0,54.0,56.8,100.75,51.1,14,9,5,687.0,113.4,112.2,1.1,57.6,2.06,17.4,26.9,71.3,49.0,11.6,53.1,56.5,104.14,49.8,18
39,Indiana Pacers,105,Toronto Raptors,121,14,7,7,677.0,110.2,112.1,-1.9,64.3,2.22,19.3,28.4,73.6,49.9,12.3,51.5,55.0,98.80,49.4,15,10,5,730.0,113.2,110.1,3.0,60.0,1.82,17.9,27.5,70.6,49.1,13.5,53.3,57.4,100.70,51.5,-16
40,Charlotte Hornets,119,Phoenix Suns,113,14,6,8,672.0,106.7,114.0,-7.3,58.2,1.62,16.6,27.6,74.5,50.5,14.0,50.4,54.0,98.79,45.6,15,2,13,720.0,105.4,116.1,-10.7,58.7,1.51,16.8,24.7,65.3,45.0,14.9,51.2,55.4,102.30,44.2,6
41,San Antonio Spurs,119,Detroit Pistons,107,15,10,5,730.0,114.5,111.7,2.9,59.5,1.91,18.6,24.3,75.5,51.1,13.3,55.9,59.6,99.39,52.0,16,6,10,773.0,104.5,109.6,-5.2,60.2,1.61,16.8,25.9,76.1,49.7,14.2,50.2,53.7,95.97,45.9,12
42,Brooklyn Nets,95,Boston Celtics,116,15,11,4,725.0,110.7,106.9,3.8,56.7,1.48,16.4,30.0,72.9,51.8,15.2,52.6,56.4,103.18,51.3,15,11,4,720.0,114.5,104.8,9.7,64.0,1.96,19.6,27.9,70.9,50.3,14.2,55.3,58.4,99.90,55.7,-21
43,Denver Nuggets,113,Houston Rockets,125,16,12,4,768.0,117.8,111.1,6.7,62.6,2.32,19.6,32.7,75.9,54.1,12.2,54.5,57.3,97.34,53.5,14,8,6,687.0,115.9,114.6,1.3,50.8,1.55,14.7,25.6,68.1,46.2,12.6,53.0,57.9,100.16,47.2,-12
44,Utah Jazz,102,Milwaukee Bucks,114,15,11,4,720.0,111.0,105.9,5.1,63.4,1.88,18.0,27.5,75.8,51.9,13.2,52.2,56.4,100.13,53.7,15,12,3,720.0,114.2,102.7,11.6,59.8,1.95,19.0,22.9,75.2,50.9,13.2,56.6,59.6,102.83,57.4,-12
45,Memphis Grizzlies,95,New Orleans Pelicans,114,16,2,14,773.0,100.7,109.8,-9.1,67.1,1.55,18.3,24.8,73.9,48.7,16.2,49.0,52.8,96.68,45.5,14,6,8,672.0,114.5,111.0,3.5,60.2,1.98,18.8,25.0,72.9,50.0,13.1,54.9,58.5,102.43,52.3,-19
46,Los Angeles Lakers,107,Dallas Mavericks,97,15,6,9,735.0,104.7,107.6,-2.9,59.7,1.47,17.2,29.4,70.1,50.6,16.2,50.7,53.7,103.05,49.0,15,6,9,720.0,108.8,108.0,0.8,58.7,1.68,16.7,29.7,71.9,50.9,13.8,51.1,54.3,97.33,50.1,10
47,New York Knicks,101,Portland Trail Blazers,111,13,1,12,624.0,102.9,113.0,-10.1,52.9,1.61,14.9,23.3,66.3,44.4,12.2,47.6,52.1,99.50,44.3,15,11,4,725.0,117.0,108.1,8.8,60.8,2.03,18.7,30.3,73.7,52.6,13.0,54.3,58.4,99.97,55.6,-10
48,Orlando Magic,95,Sacramento Kings,111,16,5,11,773.0,107.6,109.7,-2.0,61.7,1.92,18.2,24.5,77.2,50.4,13.0,51.5,54.7,98.24,49.5,15,7,8,725.0,106.7,108.5,-1.8,63.7,1.90,18.7,28.2,70.3,48.8,13.8,51.5,53.9,101.46,49.4,-16
49,Indiana Pacers,123,Cleveland Cavaliers,115,14,7,7,677.0,110.2,112.1,-1.9,64.3,2.22,19.3,28.4,73.6,49.9,12.3,51.5,55.0,98.80,49.4,15,3,12,720.0,105.6,120.7,-15.2,56.2,1.56,16.3,25.0,73.1,47.6,13.9,50.9,54.7,98.00,41.1,8
50,Washington Wizards,115,Philadelphia 76ers,132,14,8,6,682.0,110.6,107.2,3.4,65.4,2.08,19.4,24.4,71.5,47.7,13.0,54.0,56.8,100.75,51.1,15,11,4,720.0,115.7,108.7,7.0,70.4,1.84,20.3,31.2,74.8,53.6,15.8,56.4,60.1,103.07,55.4,-17
51,Denver Nuggets,103,Miami Heat,99,16,12,4,768.0,117.8,111.1,6.7,62.6,2.32,19.6,32.7,75.9,54.1,12.2,54.5,57.3,97.34,53.5,14,7,7,672.0,106.0,108.3,-2.3,65.0,1.73,18.9,27.4,74.6,51.0,15.3,52.7,54.7,96.14,49.3,4
52,Atlanta Hawks,101,Toronto Raptors,104,14,5,9,672.0,108.5,113.3,-4.8,61.0,1.33,17.5,32.5,70.7,51.5,18.4,53.1,56.5,103.71,46.3,15,10,5,730.0,113.2,110.1,3.0,60.0,1.82,17.9,27.5,70.6,49.1,13.5,53.3,57.4,100.70,51.5,-3
53,Minnesota Timberwolves,119,Oklahoma City Thunder,117,14,8,6,677.0,110.2,109.2,1.0,59.1,1.75,16.8,32.1,73.3,51.7,13.5,49.5,54.1,100.43,49.6,14,9,5,687.0,113.4,112.2,1.1,57.6,2.06,17.4,26.9,71.3,49.0,11.6,53.1,56.5,104.14,49.8,2
54,Sacramento Kings,111,Phoenix Suns,115,15,7,8,725.0,106.7,108.5,-1.8,63.7,1.90,18.7,28.2,70.3,48.8,13.8,51.5,53.9,101.46,49.4,15,2,13,720.0,105.4,116.1,-10.7,58.7,1.51,16.8,24.7,65.3,45.0,14.9,51.2,55.4,102.30,44.2,-4
55,New York Knicks,95,Golden State Warriors,122,13,1,12,624.0,102.9,113.0,-10.1,52.9,1.61,14.9,23.3,66.3,44.4,12.2,47.6,52.1,99.50,44.3,13,11,2,629.0,123.8,110.4,13.4,69.2,2.58,22.2,29.1,73.8,52.7,12.6,59.5,62.2,101.99,57.9,-27
56,Charlotte Hornets,109,Los Angeles Clippers,128,14,6,8,672.0,106.7,114.0,-7.3,58.2,1.62,16.6,27.6,74.5,50.5,14.0,50.4,54.0,98.79,45.6,16,7,9,773.0,109.1,109.4,-0.3,60.5,1.82,17.6,26.4,71.4,49.0,13.2,51.4,55.4,100.97,49.2,-19
57,Indiana Pacers,108,Boston Celtics,135,14,7,7,677.0,110.2,112.1,-1.9,64.3,2.22,19.3,28.4,73.6,49.9,12.3,51.5,55.0,98.80,49.4,15,11,4,720.0,114.5,104.8,9.7,64.0,1.96,19.6,27.9,70.9,50.3,14.2,55.3,58.4,99.90,55.7,-27
58,Philadelphia 76ers,106,Washington Wizards,123,15,11,4,720.0,115.7,108.7,7.0,70.4,1.84,20.3,31.2,74.8,53.6,15.8,56.4,60.1,103.07,55.4,14,8,6,682.0,110.6,107.2,3.4,65.4,2.08,19.4,24.4,71.5,47.7,13.0,54.0,56.8,100.75,51.1,-17
59,Atlanta Hawks,100,Brooklyn Nets,116,14,5,9,672.0,108.5,113.3,-4.8,61.0,1.33,17.5,32.5,70.7,51.5,18.4,53.1,56.5,103.71,46.3,15,11,4,725.0,110.7,106.9,3.8,56.7,1.48,16.4,30.0,72.9,51.8,15.2,52.6,56.4,103.18,51.3,-16
60,Milwaukee Bucks,116,Houston Rockets,109,15,12,3,720.0,114.2,102.7,11.6,59.8,1.95,19.0,22.9,75.2,50.9,13.2,56.6,59.6,102.83,57.4,14,8,6,687.0,115.9,114.6,1.3,50.8,1.55,14.7,25.6,68.1,46.2,12.6,53.0,57.9,100.16,47.2,7
61,San Antonio Spurs,86,Memphis Grizzlies,96,15,10,5,730.0,114.5,111.7,2.9,59.5,1.91,18.6,24.3,75.5,51.1,13.3,55.9,59.6,99.39,52.0,16,2,14,773.0,100.7,109.8,-9.1,67.1,1.55,18.3,24.8,73.9,48.7,16.2,49.0,52.8,96.68,45.5,-10
62,Cleveland Cavaliers,124,New Orleans Pelicans,140,15,3,12,720.0,105.6,120.7,-15.2,56.2,1.56,16.3,25.0,73.1,47.6,13.9,50.9,54.7,98.00,41.1,14,6,8,672.0,114.5,111.0,3.5,60.2,1.98,18.8,25.0,72.9,50.0,13.1,54.9,58.5,102.43,52.3,-16
63,Phoenix Suns,94,Dallas Mavericks,104,15,2,13,720.0,105.4,116.1,-10.7,58.7,1.51,16.8,24.7,65.3,45.0,14.9,51.2,55.4,102.30,44.2,15,6,9,720.0,108.8,108.0,0.8,58.7,1.68,16.7,29.7,71.9,50.9,13.8,51.1,54.3,97.33,50.1,-10
64,Orlando Magic,93,Utah Jazz,106,16,5,11,773.0,107.6,109.7,-2.0,61.7,1.92,18.2,24.5,77.2,50.4,13.0,51.5,54.7,98.24,49.5,15,11,4,720.0,111.0,105.9,5.1,63.4,1.88,18.0,27.5,75.8,51.9,13.2,52.2,56.4,100.13,53.7,-13
65,Chicago Bulls,112,Portland Trail Blazers,124,15,2,13,725.0,104.7,115.1,-10.4,54.8,1.59,16.3,25.0,72.8,48.3,13.8,50.3,53.8,98.71,44.0,15,11,4,725.0,117.0,108.1,8.8,60.8,2.03,18.7,30.3,73.7,52.6,13.0,54.3,58.4,99.97,55.6,-12
66,Detroit Pistons,100,Los Angeles Lakers,113,16,6,10,773.0,104.5,109.6,-5.2,60.2,1.61,16.8,25.9,76.1,49.7,14.2,50.2,53.7,95.97,45.9,15,6,9,735.0,104.7,107.6,-2.9,59.7,1.47,17.2,29.4,70.1,50.6,16.2,50.7,53.7,103.05,49.0,-13
67,Boston Celtics,99,Miami Heat,115,15,11,4,720.0,114.5,104.8,9.7,64.0,1.96,19.6,27.9,70.9,50.3,14.2,55.3,58.4,99.90,55.7,14,7,7,672.0,106.0,108.3,-2.3,65.0,1.73,18.9,27.4,74.6,51.0,15.3,52.7,54.7,96.14,49.3,-16
68,Los Angeles Clippers,100,Denver Nuggets,121,16,7,9,773.0,109.1,109.4,-0.3,60.5,1.82,17.6,26.4,71.4,49.0,13.2,51.4,55.4,100.97,49.2,16,12,4,768.0,117.8,111.1,6.7,62.6,2.32,19.6,32.7,75.9,54.1,12.2,54.5,57.3,97.34,53.5,-21
69,Oklahoma City Thunder,147,San Antonio Spurs,154,14,9,5,687.0,113.4,112.2,1.1,57.6,2.06,17.4,26.9,71.3,49.0,11.6,53.1,56.5,104.14,49.8,15,10,5,730.0,114.5,111.7,2.9,59.5,1.91,18.6,24.3,75.5,51.1,13.3,55.9,59.6,99.39,52.0,-7
70,Detroit Pistons,102,Sacramento Kings,112,16,6,10,773.0,104.5,109.6,-5.2,60.2,1.61,16.8,25.9,76.1,49.7,14.2,50.2,53.7,95.97,45.9,15,7,8,725.0,106.7,108.5,-1.8,63.7,1.90,18.7,28.2,70.3,48.8,13.8,51.5,53.9,101.46,49.4,-10
71,Atlanta Hawks,123,Philadelphia 76ers,121,14,5,9,672.0,108.5,113.3,-4.8,61.0,1.33,17.5,32.5,70.7,51.5,18.4,53.1,56.5,103.71,46.3,15,11,4,720.0,115.7,108.7,7.0,70.4,1.84,20.3,31.2,74.8,53.6,15.8,56.4,60.1,103.07,55.4,2
72,Milwaukee Bucks,106,Washington Wizards,113,15,12,3,720.0,114.2,102.7,11.6,59.8,1.95,19.0,22.9,75.2,50.9,13.2,56.6,59.6,102.83,57.4,14,8,6,682.0,110.6,107.2,3.4,65.4,2.08,19.4,24.4,71.5,47.7,13.0,54.0,56.8,100.75,51.1,-7
73,Indiana Pacers,121,New York Knicks,106,14,7,7,677.0,110.2,112.1,-1.9,64.3,2.22,19.3,28.4,73.6,49.9,12.3,51.5,55.0,98.80,49.4,13,1,12,624.0,102.9,113.0,-10.1,52.9,1.61,14.9,23.3,66.3,44.4,12.2,47.6,52.1,99.50,44.3,15
74,Brooklyn Nets,105,Toronto Raptors,122,15,11,4,725.0,110.7,106.9,3.8,56.7,1.48,16.4,30.0,72.9,51.8,15.2,52.6,56.4,103.18,51.3,15,10,5,730.0,113.2,110.1,3.0,60.0,1.82,17.9,27.5,70.6,49.1,13.5,53.3,57.4,100.70,51.5,-17
75,Cleveland Cavaliers,113,Houston Rockets,141,15,3,12,720.0,105.6,120.7,-15.2,56.2,1.56,16.3,25.0,73.1,47.6,13.9,50.9,54.7,98.00,41.1,14,8,6,687.0,115.9,114.6,1.3,50.8,1.55,14.7,25.6,68.1,46.2,12.6,53.0,57.9,100.16,47.2,-28
76,Dallas Mavericks,119,Minnesota Timberwolves,115,15,6,9,720.0,108.8,108.0,0.8,58.7,1.68,16.7,29.7,71.9,50.9,13.8,51.1,54.3,97.33,50.1,14,8,6,677.0,110.2,109.2,1.0,59.1,1.75,16.8,32.1,73.3,51.7,13.5,49.5,54.1,100.43,49.6,4
77,Charlotte Hornets,96,Portland Trail Blazers,127,14,6,8,672.0,106.7,114.0,-7.3,58.2,1.62,16.6,27.6,74.5,50.5,14.0,50.4,54.0,98.79,45.6,15,11,4,725.0,117.0,108.1,8.8,60.8,2.03,18.7,30.3,73.7,52.6,13.0,54.3,58.4,99.97,55.6,-31
78,Los Angeles Lakers,95,Utah Jazz,113,15,6,9,735.0,104.7,107.6,-2.9,59.7,1.47,17.2,29.4,70.1,50.6,16.2,50.7,53.7,103.05,49.0,15,11,4,720.0,111.0,105.9,5.1,63.4,1.88,18.0,27.5,75.8,51.9,13.2,52.2,56.4,100.13,53.7,-18
79,Chicago Bulls,109,Golden State Warriors,146,15,2,13,725.0,104.7,115.1,-10.4,54.8,1.59,16.3,25.0,72.8,48.3,13.8,50.3,53.8,98.71,44.0,13,11,2,629.0,123.8,110.4,13.4,69.2,2.58,22.2,29.1,73.8,52.7,12.6,59.5,62.2,101.99,57.9,-37
80,Detroit Pistons,109,Los Angeles Clippers,104,16,6,10,773.0,104.5,109.6,-5.2,60.2,1.61,16.8,25.9,76.1,49.7,14.2,50.2,53.7,95.97,45.9,16,7,9,773.0,109.1,109.4,-0.3,60.5,1.82,17.6,26.4,71.4,49.0,13.2,51.4,55.4,100.97,49.2,5
81,Memphis Grizzlies,108,Miami Heat,112,16,2,14,773.0,100.7,109.8,-9.1,67.1,1.55,18.3,24.8,73.9,48.7,16.2,49.0,52.8,96.68,45.5,14,7,7,672.0,106.0,108.3,-2.3,65.0,1.73,18.9,27.4,74.6,51.0,15.3,52.7,54.7,96.14,49.3,-4
82,Boston Celtics,103,Orlando Magic,105,15,11,4,720.0,114.5,104.8,9.7,64.0,1.96,19.6,27.9,70.9,50.3,14.2,55.3,58.4,99.90,55.7,16,5,11,773.0,107.6,109.7,-2.0,61.7,1.92,18.2,24.5,77.2,50.4,13.0,51.5,54.7,98.24,49.5,-2
83,New Orleans Pelicans,106,Minnesota Timberwolves,110,14,6,8,672.0,114.5,111.0,3.5,60.2,1.98,18.8,25.0,72.9,50.0,13.1,54.9,58.5,102.43,52.3,14,8,6,677.0,110.2,109.2,1.0,59.1,1.75,16.8,32.1,73.3,51.7,13.5,49.5,54.1,100.43,49.6,-4
