,team1,team1pts,team2,team2pts,1GP,1W,1L,1MIN,1OffRtg,1DefRtg,1NetRtg,1AST%,1AST/TO,1ASTRatio,1OREB%,1DREB%,1REB%,1TOV%,1eFG%,1TS%,1PACE,1PIE,2GP,2W,2L,2MIN,2OffRtg,2DefRtg,2NetRtg,2AST%,2AST/TO,2ASTRatio,2OREB%,2DREB%,2REB%,2TOV%,2eFG%,2TS%,2PACE,2PIE,net
29,Charlotte Hornets,101,Golden State Warriors,111,17,6,11,841.0,102.6,106.9,-4.3,57.0,1.56,15.2,27.0,74.2,49.3,13.2,46.6,51.5,94.57,45.8,16,14,2,773.0,115.7,102.1,13.6,69.9,2.13,21.6,24.9,72.2,50.9,14.3,58.2,61.0,100.19,59.1,-10
30,New York Knicks,107,Atlanta Hawks,101,17,8,9,836.0,107.0,109.3,-2.3,55.9,1.79,16.6,27.4,70.6,49.0,12.6,48.9,53.4,93.33,48.7,15,6,9,725.0,101.8,100.8,1.0,66.0,1.59,18.8,22.8,67.9,46.0,16.1,50.7,54.1,98.18,50.5,6
31,Milwaukee Bucks,106,Chicago Bulls,117,15,7,8,725.0,104.9,107.8,-3.0,59.1,1.45,17.0,33.0,68.6,51.3,16.3,48.7,53.3,93.72,49.6,16,8,8,773.0,105.6,106.4,-0.8,52.9,1.50,15.5,32.1,71.0,52.1,14.2,48.1,52.6,96.00,49.8,-11
32,Sacramento Kings,116,Dallas Mavericks,117,15,8,7,740.0,108.3,106.7,1.5,62.9,1.59,18.0,30.6,75.6,53.7,15.8,51.6,55.7,100.35,52.8,18,9,9,889.0,102.7,105.3,-2.5,57.5,1.63,16.4,24.1,70.4,47.2,13.4,48.7,52.6,92.79,48.3,-1
33,Golden State Warriors,109,Los Angeles Lakers,88,16,14,2,773.0,115.7,102.1,13.6,69.9,2.13,21.6,24.9,72.2,50.9,14.3,58.2,61.0,100.19,59.1,17,3,14,816.0,97.8,108.2,-10.5,52.7,1.25,14.1,26.7,71.4,48.4,14.9,44.5,49.8,96.18,42.4,21
34,New York Knicks,98,Miami Heat,90,17,8,9,836.0,107.0,109.3,-2.3,55.9,1.79,16.6,27.4,70.6,49.0,12.6,48.9,53.4,93.33,48.7,17,9,8,821.0,100.8,102.7,-2.0,57.5,1.39,16.7,26.6,73.2,50.3,16.2,49.3,53.2,92.64,50.2,8
35,Indiana Pacers,95,Orlando Magic,86,15,7,8,735.0,102.5,101.8,0.7,53.6,1.32,15.5,26.8,69.0,48.7,15.6,49.2,53.4,97.80,52.3,14,2,12,687.0,99.4,109.1,-9.7,61.9,1.50,17.4,24.6,72.4,48.4,15.7,48.5,51.9,93.48,45.0,9
36,Cleveland Cavaliers,121,Washington Wizards,115,16,13,3,773.0,113.9,105.4,8.5,56.7,1.85,17.3,30.7,76.3,53.2,13.0,53.4,56.7,93.08,53.3,15,7,8,720.0,107.0,108.7,-1.7,63.2,1.86,18.8,25.6,72.8,48.7,13.9,51.9,55.2,97.23,49.0,6
37,Detroit Pistons,99,Boston Celtics,94,15,7,8,720.0,108.4,107.0,1.5,49.5,1.53,14.7,33.4,74.2,52.7,13.2,50.0,52.6,95.47,49.1,17,9,8,821.0,107.1,102.6,4.6,61.9,1.95,17.7,28.9,69.5,48.7,12.6,48.9,53.0,100.30,52.6,5
38,Toronto Raptors,91,Brooklyn Nets,74,14,12,2,677.0,112.5,104.0,8.4,50.6,1.41,15.1,32.3,74.1,53.4,14.6,52.4,56.8,93.09,54.7,16,3,13,768.0,98.7,108.9,-10.2,58.0,1.46,16.6,24.6,70.7,47.5,15.3,48.0,51.5,93.50,44.4,17
39,Denver Nuggets,78,Minnesota Timberwolves,74,15,6,9,730.0,105.9,107.9,-2.0,62.1,1.57,16.7,31.2,72.0,51.1,14.7,47.2,52.9,96.10,47.8,16,2,14,773.0,104.3,111.1,-6.8,62.6,1.50,17.6,29.6,69.2,49.5,16.2,49.2,54.1,93.27,48.1,4
40,Dallas Mavericks,100,New Orleans Pelicans,91,18,9,9,889.0,102.7,105.3,-2.5,57.5,1.63,16.4,24.1,70.4,47.2,13.4,48.7,52.6,92.79,48.3,14,8,6,677.0,108.5,104.3,4.2,58.4,1.95,17.5,28.9,74.4,50.9,12.4,50.3,53.7,96.46,52.0,9
41,Utah Jazz,98,San Antonio Spurs,123,15,7,8,740.0,107.0,103.4,3.7,55.0,1.37,16.1,29.6,71.1,50.8,15.9,52.0,55.7,90.06,52.7,13,11,2,624.0,115.8,102.3,13.5,59.3,2.14,19.2,27.8,73.3,51.3,12.5,54.6,58.4,95.73,58.3,-25
42,Charlotte Hornets,102,Phoenix Suns,111,17,6,11,841.0,102.6,106.9,-4.3,57.0,1.56,15.2,27.0,74.2,49.3,13.2,46.6,51.5,94.57,45.8,14,2,12,672.0,97.4,111.8,-14.5,58.6,1.22,15.6,28.6,73.1,49.6,17.2,47.0,51.0,97.39,39.6,-9
43,Memphis Grizzlies,94,Oklahoma City Thunder,112,14,10,4,682.0,106.4,105.0,1.4,59.2,1.66,16.6,29.6,68.8,48.9,13.6,48.3,53.2,92.27,51.4,16,13,3,773.0,112.8,104.9,7.9,55.7,1.53,16.7,34.4,71.8,53.7,15.3,52.2,56.3,97.86,54.1,-18
44,Los Angeles Clippers,109,Portland Trail Blazers,98,14,11,3,682.0,109.8,101.7,8.1,57.4,2.01,17.5,22.3,71.2,47.3,11.6,54.1,56.7,96.70,54.7,14,9,5,672.0,108.5,106.8,1.7,56.6,1.73,17.0,29.8,73.2,50.9,13.6,51.3,53.9,95.96,49.4,11
45,Atlanta Hawks,126,Philadelphia 76ers,98,15,6,9,725.0,101.8,100.8,1.0,66.0,1.59,18.8,22.8,67.9,46.0,16.1,50.7,54.1,98.18,50.5,14,4,10,687.0,100.8,107.1,-6.3,60.9,1.54,17.8,25.6,69.3,47.5,15.6,51.3,53.2,97.64,46.8,28
46,Boston Celtics,92,Chicago Bulls,101,17,9,8,821.0,107.1,102.6,4.6,61.9,1.95,17.7,28.9,69.5,48.7,12.6,48.9,53.0,100.30,52.6,16,8,8,773.0,105.6,106.4,-0.8,52.9,1.50,15.5,32.1,71.0,52.1,14.2,48.1,52.6,96.00,49.8,-9
47,Utah Jazz,94,Houston Rockets,103,15,7,8,740.0,107.0,103.4,3.7,55.0,1.37,16.1,29.6,71.1,50.8,15.9,52.0,55.7,90.06,52.7,16,9,7,778.0,109.1,110.7,-1.6,57.9,1.45,16.2,29.7,70.8,49.6,15.2,52.2,55.9,96.77,47.7,-9
48,Los Angeles Lakers,115,Sacramento Kings,118,17,3,14,816.0,97.8,108.2,-10.5,52.7,1.25,14.1,26.7,71.4,48.4,14.9,44.5,49.8,96.18,42.4,15,8,7,740.0,108.3,106.7,1.5,62.9,1.59,18.0,30.6,75.6,53.7,15.8,51.6,55.7,100.35,52.8,-3
49,Toronto Raptors,97,Washington Wizards,88,14,12,2,677.0,112.5,104.0,8.4,50.6,1.41,15.1,32.3,74.1,53.4,14.6,52.4,56.8,93.09,54.7,15,7,8,720.0,107.0,108.7,-1.7,63.2,1.86,18.8,25.6,72.8,48.7,13.9,51.9,55.2,97.23,49.0,9
50,Orlando Magic,83,Brooklyn Nets,77,14,2,12,687.0,99.4,109.1,-9.7,61.9,1.50,17.4,24.6,72.4,48.4,15.7,48.5,51.9,93.48,45.0,16,3,13,768.0,98.7,108.9,-10.2,58.0,1.46,16.6,24.6,70.7,47.5,15.3,48.0,51.5,93.50,44.4,6
51,Denver Nuggets,84,Memphis Grizzlies,91,15,6,9,730.0,105.9,107.9,-2.0,62.1,1.57,16.7,31.2,72.0,51.1,14.7,47.2,52.9,96.10,47.8,14,10,4,682.0,106.4,105.0,1.4,59.2,1.66,16.6,29.6,68.8,48.9,13.6,48.3,53.2,92.27,51.4,-7
52,Dallas Mavericks,95,Milwaukee Bucks,96,18,9,9,889.0,102.7,105.3,-2.5,57.5,1.63,16.4,24.1,70.4,47.2,13.4,48.7,52.6,92.79,48.3,15,7,8,725.0,104.9,107.8,-3.0,59.1,1.45,17.0,33.0,68.6,51.3,16.3,48.7,53.3,93.72,49.6,-1
53,Cleveland Cavaliers,125,Minnesota Timberwolves,99,16,13,3,773.0,113.9,105.4,8.5,56.7,1.85,17.3,30.7,76.3,53.2,13.0,53.4,56.7,93.08,53.3,16,2,14,773.0,104.3,111.1,-6.8,62.6,1.50,17.6,29.6,69.2,49.5,16.2,49.2,54.1,93.27,48.1,26
54,Indiana Pacers,91,New Orleans Pelicans,86,15,7,8,735.0,102.5,101.8,0.7,53.6,1.32,15.5,26.8,69.0,48.7,15.6,49.2,53.4,97.80,52.3,14,8,6,677.0,108.5,104.3,4.2,58.4,1.95,17.5,28.9,74.4,50.9,12.4,50.3,53.7,96.46,52.0,5
55,New York Knicks,99,San Antonio Spurs,100,17,8,9,836.0,107.0,109.3,-2.3,55.9,1.79,16.6,27.4,70.6,49.0,12.6,48.9,53.4,93.33,48.7,13,11,2,624.0,115.8,102.3,13.5,59.3,2.14,19.2,27.8,73.3,51.3,12.5,54.6,58.4,95.73,58.3,-1
56,Miami Heat,103,Phoenix Suns,95,17,9,8,821.0,100.8,102.7,-2.0,57.5,1.39,16.7,26.6,73.2,50.3,16.2,49.3,53.2,92.64,50.2,14,2,12,672.0,97.4,111.8,-14.5,58.6,1.22,15.6,28.6,73.1,49.6,17.2,47.0,51.0,97.39,39.6,8
57,Golden State Warriors,128,Portland Trail Blazers,108,16,14,2,773.0,115.7,102.1,13.6,69.9,2.13,21.6,24.9,72.2,50.9,14.3,58.2,61.0,100.19,59.1,14,9,5,672.0,108.5,106.8,1.7,56.6,1.73,17.0,29.8,73.2,50.9,13.6,51.3,53.9,95.96,49.4,20
58,Oklahoma City Thunder,117,Los Angeles Lakers,113,16,13,3,773.0,112.8,104.9,7.9,55.7,1.53,16.7,34.4,71.8,53.7,15.3,52.2,56.3,97.86,54.1,17,3,14,816.0,97.8,108.2,-10.5,52.7,1.25,14.1,26.7,71.4,48.4,14.9,44.5,49.8,96.18,42.4,4
59,Charlotte Hornets,83,Los Angeles Clippers,97,17,6,11,841.0,102.6,106.9,-4.3,57.0,1.56,15.2,27.0,74.2,49.3,13.2,46.6,51.5,94.57,45.8,14,11,3,682.0,109.8,101.7,8.1,57.4,2.01,17.5,22.3,71.2,47.3,11.6,54.1,56.7,96.70,54.7,-14
60,Chicago Bulls,105,Atlanta Hawks,120,16,8,8,773.0,105.6,106.4,-0.8,52.9,1.50,15.5,32.1,71.0,52.1,14.2,48.1,52.6,96.00,49.8,15,6,9,725.0,101.8,100.8,1.0,66.0,1.59,18.8,22.8,67.9,46.0,16.1,50.7,54.1,98.18,50.5,-15
61,Washington Wizards,105,Orlando Magic,99,15,7,8,720.0,107.0,108.7,-1.7,63.2,1.86,18.8,25.6,72.8,48.7,13.9,51.9,55.2,97.23,49.0,14,2,12,687.0,99.4,109.1,-9.7,61.9,1.50,17.4,24.6,72.4,48.4,15.7,48.5,51.9,93.48,45.0,6
62,Brooklyn Nets,89,Detroit Pistons,103,16,3,13,768.0,98.7,108.9,-10.2,58.0,1.46,16.6,24.6,70.7,47.5,15.3,48.0,51.5,93.50,44.4,15,7,8,720.0,108.4,107.0,1.5,49.5,1.53,14.7,33.4,74.2,52.7,13.2,50.0,52.6,95.47,49.1,-14
63,Toronto Raptors,108,Philadelphia 76ers,95,14,12,2,677.0,112.5,104.0,8.4,50.6,1.41,15.1,32.3,74.1,53.4,14.6,52.4,56.8,93.09,54.7,14,4,10,687.0,100.8,107.1,-6.3,60.9,1.54,17.8,25.6,69.3,47.5,15.6,51.3,53.2,97.64,46.8,13
64,Miami Heat,83,Utah Jazz,98,17,9,8,821.0,100.8,102.7,-2.0,57.5,1.39,16.7,26.6,73.2,50.3,16.2,49.3,53.2,92.64,50.2,15,7,8,740.0,107.0,103.4,3.7,55.0,1.37,16.1,29.6,71.1,50.8,15.9,52.0,55.7,90.06,52.7,-15
65,Golden State Warriors,128,Sacramento Kings,116,16,14,2,773.0,115.7,102.1,13.6,69.9,2.13,21.6,24.9,72.2,50.9,14.3,58.2,61.0,100.19,59.1,15,8,7,740.0,108.3,106.7,1.5,62.9,1.59,18.0,30.6,75.6,53.7,15.8,51.6,55.7,100.35,52.8,12
66,New Orleans Pelicans,111,Los Angeles Clippers,114,14,8,6,677.0,108.5,104.3,4.2,58.4,1.95,17.5,28.9,74.4,50.9,12.4,50.3,53.7,96.46,52.0,14,11,3,682.0,109.8,101.7,8.1,57.4,2.01,17.5,22.3,71.2,47.3,11.6,54.1,56.7,96.70,54.7,-3
67,Dallas Mavericks,93,Minnesota Timberwolves,87,18,9,9,889.0,102.7,105.3,-2.5,57.5,1.63,16.4,24.1,70.4,47.2,13.4,48.7,52.6,92.79,48.3,16,2,14,773.0,104.3,111.1,-6.8,62.6,1.50,17.6,29.6,69.2,49.5,16.2,49.2,54.1,93.27,48.1,6
68,Boston Celtics,98,Memphis Grizzlies,101,17,9,8,821.0,107.1,102.6,4.6,61.9,1.95,17.7,28.9,69.5,48.7,12.6,48.9,53.0,100.30,52.6,14,10,4,682.0,106.4,105.0,1.4,59.2,1.66,16.6,29.6,68.8,48.9,13.6,48.3,53.2,92.27,51.4,-3
69,Cleveland Cavaliers,95,Philadelphia 76ers,85,16,13,3,773.0,113.9,105.4,8.5,56.7,1.85,17.3,30.7,76.3,53.2,13.0,53.4,56.7,93.08,53.3,14,4,10,687.0,100.8,107.1,-6.3,60.9,1.54,17.8,25.6,69.3,47.5,15.6,51.3,53.2,97.64,46.8,10
70,Indiana Pacers,103,Houston Rockets,107,15,7,8,735.0,102.5,101.8,0.7,53.6,1.32,15.5,26.8,69.0,48.7,15.6,49.2,53.4,97.80,52.3,16,9,7,778.0,109.1,110.7,-1.6,57.9,1.45,16.2,29.7,70.8,49.6,15.2,52.2,55.9,96.77,47.7,-4
71,Milwaukee Bucks,88,New York Knicks,100,15,7,8,725.0,104.9,107.8,-3.0,59.1,1.45,17.0,33.0,68.6,51.3,16.3,48.7,53.3,93.72,49.6,17,8,9,836.0,107.0,109.3,-2.3,55.9,1.79,16.6,27.4,70.6,49.0,12.6,48.9,53.4,93.33,48.7,-12
72,Charlotte Hornets,92,Denver Nuggets,95,17,6,11,841.0,102.6,106.9,-4.3,57.0,1.56,15.2,27.0,74.2,49.3,13.2,46.6,51.5,94.57,45.8,15,6,9,730.0,105.9,107.9,-2.0,62.1,1.57,16.7,31.2,72.0,51.1,14.7,47.2,52.9,96.10,47.8,-3
73,Oklahoma City Thunder,110,Portland Trail Blazers,115,16,13,3,773.0,112.8,104.9,7.9,55.7,1.53,16.7,34.4,71.8,53.7,15.3,52.2,56.3,97.86,54.1,14,9,5,672.0,108.5,106.8,1.7,56.6,1.73,17.0,29.8,73.2,50.9,13.6,51.3,53.9,95.96,49.4,-5
74,Utah Jazz,86,Los Angeles Lakers,74,15,7,8,740.0,107.0,103.4,3.7,55.0,1.37,16.1,29.6,71.1,50.8,15.9,52.0,55.7,90.06,52.7,17,3,14,816.0,97.8,108.2,-10.5,52.7,1.25,14.1,26.7,71.4,48.4,14.9,44.5,49.8,96.18,42.4,12
75,San Antonio Spurs,106,Brooklyn Nets,79,13,11,2,624.0,115.8,102.3,13.5,59.3,2.14,19.2,27.8,73.3,51.3,12.5,54.6,58.4,95.73,58.3,16,3,13,768.0,98.7,108.9,-10.2,58.0,1.46,16.6,24.6,70.7,47.5,15.3,48.0,51.5,93.50,44.4,27
76,Washington Wizards,114,Chicago Bulls,100,15,7,8,720.0,107.0,108.7,-1.7,63.2,1.86,18.8,25.6,72.8,48.7,13.9,51.9,55.2,97.23,49.0,16,8,8,773.0,105.6,106.4,-0.8,52.9,1.50,15.5,32.1,71.0,52.1,14.2,48.1,52.6,96.00,49.8,14
77,Miami Heat,103,Golden State Warriors,111,17,9,8,821.0,100.8,102.7,-2.0,57.5,1.39,16.7,26.6,73.2,50.3,16.2,49.3,53.2,92.64,50.2,16,14,2,773.0,115.7,102.1,13.6,69.9,2.13,21.6,24.9,72.2,50.9,14.3,58.2,61.0,100.19,59.1,-8
78,Phoenix Suns,97,Indiana Pacers,116,14,2,12,672.0,97.4,111.8,-14.5,58.6,1.22,15.6,28.6,73.1,49.6,17.2,47.0,51.0,97.39,39.6,15,7,8,735.0,102.5,101.8,0.7,53.6,1.32,15.5,26.8,69.0,48.7,15.6,49.2,53.4,97.80,52.3,-19
79,San Antonio Spurs,109,Detroit Pistons,99,13,11,2,624.0,115.8,102.3,13.5,59.3,2.14,19.2,27.8,73.3,51.3,12.5,54.6,58.4,95.73,58.3,15,7,8,720.0,108.4,107.0,1.5,49.5,1.53,14.7,33.4,74.2,52.7,13.2,50.0,52.6,95.47,49.1,10
80,Boston Celtics,114,New York Knicks,120,17,9,8,821.0,107.1,102.6,4.6,61.9,1.95,17.7,28.9,69.5,48.7,12.6,48.9,53.0,100.30,52.6,17,8,9,836.0,107.0,109.3,-2.3,55.9,1.79,16.6,27.4,70.6,49.0,12.6,48.9,53.4,93.33,48.7,-6
81,Houston Rockets,107,Memphis Grizzlies,91,16,9,7,778.0,109.1,110.7,-1.6,57.9,1.45,16.2,29.7,70.8,49.6,15.2,52.2,55.9,96.77,47.7,14,10,4,682.0,106.4,105.0,1.4,59.2,1.66,16.6,29.6,68.8,48.9,13.6,48.3,53.2,92.27,51.4,16
82,Chicago Bulls,101,Milwaukee Bucks,106,16,8,8,773.0,105.6,106.4,-0.8,52.9,1.50,15.5,32.1,71.0,52.1,14.2,48.1,52.6,96.00,49.8,15,7,8,725.0,104.9,107.8,-3.0,59.1,1.45,17.0,33.0,68.6,51.3,16.3,48.7,53.3,93.72,49.6,-5
83,Oklahoma City Thunder,101,Minnesota Timberwolves,96,16,13,3,773.0,112.8,104.9,7.9,55.7,1.53,16.7,34.4,71.8,53.7,15.3,52.2,56.3,97.86,54.1,16,2,14,773.0,104.3,111.1,-6.8,62.6,1.50,17.6,29.6,69.2,49.5,16.2,49.2,54.1,93.27,48.1,5
