,team1,team1pts,team2,team2pts,1GP,1W,1L,1MIN,1OffRtg,1DefRtg,1NetRtg,1AST%,1AST/TO,1ASTRatio,1OREB%,1DREB%,1REB%,1TOV%,1eFG%,1TS%,1PACE,1PIE,2GP,2W,2L,2MIN,2OffRtg,2DefRtg,2NetRtg,2AST%,2AST/TO,2ASTRatio,2OREB%,2DREB%,2REB%,2TOV%,2eFG%,2TS%,2PACE,2PIE,net
11,New Orleans Pelicans,93,Dallas Mavericks,102,15,8,7,730.0,104.6,102.2,2.3,62.5,1.55,18.4,28.6,70.2,50.4,16.4,51.9,54.9,92.19,52.4,13,6,7,624.0,101.4,104.6,-3.1,53.3,1.44,15.6,24.3,72.2,47.2,14.3,49.1,52.4,97.58,46.6,-9
12,Los Angeles Lakers,103,Charlotte Hornets,104,16,4,12,778.0,101.1,104.9,-3.7,58.7,1.58,16.8,29.5,74.4,51.6,14.7,47.8,51.5,94.21,47.3,17,8,9,826.0,101.8,102.8,-0.9,58.5,1.79,16.5,25.8,76.1,50.8,12.4,46.7,51.3,94.87,50.1,-1
13,Boston Celtics,79,Cleveland Cavaliers,110,18,10,8,869.0,103.2,103.0,0.2,62.2,1.82,17.4,29.3,70.8,49.5,13.4,47.4,51.0,95.17,49.1,15,11,4,730.0,113.4,104.0,9.4,58.0,1.58,17.3,31.3,73.3,52.6,15.1,54.3,57.8,92.94,53.7,-31
14,Sacramento Kings,124,New York Knicks,86,17,6,11,821.0,106.9,109.9,-3.0,57.8,1.35,16.1,32.0,70.8,51.1,16.4,49.1,54.4,96.23,47.9,16,2,14,778.0,93.0,110.3,-17.3,61.2,1.34,15.8,28.0,69.2,47.8,16.0,43.9,48.1,92.61,40.2,38
15,Houston Rockets,96,Atlanta Hawks,104,16,10,6,773.0,105.7,103.5,2.2,63.5,1.45,17.6,28.1,68.2,48.7,16.7,51.4,55.3,97.43,51.2,16,9,7,768.0,107.4,106.3,1.0,67.2,1.77,19.4,26.8,69.0,47.9,15.3,52.2,55.7,94.38,50.6,-8
16,Washington Wizards,92,Chicago Bulls,97,14,7,7,682.0,99.9,100.7,-0.9,58.6,1.53,16.5,26.0,71.6,49.4,14.5,47.9,51.9,94.87,50.7,15,8,7,725.0,105.7,104.1,1.6,61.5,1.73,17.4,26.6,73.1,51.0,13.7,49.8,54.3,93.38,52.2,-5
17,Utah Jazz,93,Memphis Grizzlies,82,16,10,6,773.0,102.3,98.3,4.0,55.9,1.29,15.2,33.2,71.7,52.6,16.1,48.3,52.1,89.23,54.3,17,9,8,816.0,101.9,102.3,-0.4,57.9,1.50,16.8,26.3,71.6,49.0,15.2,48.9,52.8,92.68,49.8,11
18,Milwaukee Bucks,95,Denver Nuggets,106,15,4,11,740.0,100.4,106.5,-6.1,62.6,1.35,17.0,31.9,72.8,51.5,17.5,47.4,51.7,93.89,46.6,16,8,8,778.0,105.8,103.4,2.4,57.0,1.56,16.6,28.8,71.0,49.4,14.6,50.5,53.5,97.36,49.3,-11
19,New York Knicks,82,Indiana Pacers,105,16,2,14,778.0,93.0,110.3,-17.3,61.2,1.34,15.8,28.0,69.2,47.8,16.0,43.9,48.1,92.61,40.2,16,8,8,773.0,105.8,103.5,2.3,58.0,1.65,16.6,25.9,74.1,49.9,13.6,49.8,54.0,94.66,51.6,-23
20,Phoenix Suns,105,Orlando Magic,100,15,7,8,725.0,97.0,100.4,-3.4,51.9,1.18,14.6,28.5,73.5,50.8,16.4,47.0,50.6,96.60,48.5,14,3,11,672.0,101.9,111.2,-9.2,57.7,1.52,16.8,29.9,69.1,48.9,15.2,48.5,51.7,95.71,45.4,5
21,Utah Jazz,84,Boston Celtics,85,16,10,6,773.0,102.3,98.3,4.0,55.9,1.29,15.2,33.2,71.7,52.6,16.1,48.3,52.1,89.23,54.3,18,10,8,869.0,103.2,103.0,0.2,62.2,1.82,17.4,29.3,70.8,49.5,13.4,47.4,51.0,95.17,49.1,-1
22,Charlotte Hornets,115,Brooklyn Nets,91,17,8,9,826.0,101.8,102.8,-0.9,58.5,1.79,16.5,25.8,76.1,50.8,12.4,46.7,51.3,94.87,50.1,16,9,7,788.0,104.6,107.5,-2.9,54.9,1.67,16.4,26.7,68.9,48.1,13.1,49.3,53.3,95.76,48.7,24
23,Cleveland Cavaliers,120,Toronto Raptors,112,15,11,4,730.0,113.4,104.0,9.4,58.0,1.58,17.3,31.3,73.3,52.6,15.1,54.3,57.8,92.94,53.7,15,7,8,720.0,111.8,112.4,-0.7,57.3,1.91,17.2,27.2,68.8,48.0,12.3,51.4,56.1,92.30,49.0,8
24,Memphis Grizzlies,102,Houston Rockets,100,17,9,8,816.0,101.9,102.3,-0.4,57.9,1.50,16.8,26.3,71.6,49.0,15.2,48.9,52.8,92.68,49.8,16,10,6,773.0,105.7,103.5,2.2,63.5,1.45,17.6,28.1,68.2,48.7,16.7,51.4,55.3,97.43,51.2,2
25,Los Angeles Lakers,94,Miami Heat,100,16,4,12,778.0,101.1,104.9,-3.7,58.7,1.58,16.8,29.5,74.4,51.6,14.7,47.8,51.5,94.21,47.3,16,9,7,773.0,103.9,102.8,1.1,52.0,1.22,15.2,28.9,68.1,49.1,16.6,50.3,54.4,93.64,50.9,-6
26,Denver Nuggets,100,Minnesota Timberwolves,85,16,8,8,778.0,105.8,103.4,2.4,57.0,1.56,16.6,28.8,71.0,49.4,14.6,50.5,53.5,97.36,49.3,16,3,13,783.0,102.3,112.1,-9.8,58.7,1.38,16.4,28.3,66.8,47.6,16.0,47.7,53.3,93.98,45.6,15
27,Detroit Pistons,85,New Orleans Pelicans,88,15,6,9,725.0,104.9,105.5,-0.6,59.0,1.96,17.1,31.9,69.2,49.2,12.3,47.2,50.2,93.05,47.5,15,8,7,730.0,104.6,102.2,2.3,62.5,1.55,18.4,28.6,70.2,50.4,16.4,51.9,54.9,92.19,52.4,-3
28,Philadelphia 76ers,118,Oklahoma City Thunder,123,17,5,12,831.0,97.4,100.7,-3.3,59.3,1.37,15.6,29.9,70.3,48.9,15.7,46.2,48.7,96.98,45.6,15,10,5,725.0,110.0,108.1,1.9,52.5,1.32,15.4,33.5,74.1,53.7,16.1,50.8,55.3,98.88,50.7,-5
29,Sacramento Kings,85,San Antonio Spurs,112,17,6,11,821.0,106.9,109.9,-3.0,57.8,1.35,16.1,32.0,70.8,51.1,16.4,49.1,54.4,96.23,47.9,15,12,3,730.0,114.3,101.4,13.0,59.2,1.97,18.8,26.6,73.1,51.4,13.1,55.2,59.0,95.08,58.9,-27
30,Milwaukee Bucks,93,Golden State Warriors,102,15,4,11,740.0,100.4,106.5,-6.1,62.6,1.35,17.0,31.9,72.8,51.5,17.5,47.4,51.7,93.89,46.6,18,16,2,864.0,111.4,99.5,11.9,68.0,1.93,20.1,29.0,69.8,50.4,14.8,54.3,57.5,97.00,58.5,-9
31,Portland Trail Blazers,98,Los Angeles Clippers,93,16,10,6,773.0,108.7,104.8,3.9,53.2,1.51,16.4,28.2,75.4,52.6,14.6,52.4,55.7,94.66,51.5,16,11,5,773.0,108.7,102.4,6.3,63.8,1.85,18.9,26.1,73.7,50.4,14.1,53.9,56.0,96.78,53.3,5
32,Oklahoma City Thunder,105,Chicago Bulls,108,15,10,5,725.0,110.0,108.1,1.9,52.5,1.32,15.4,33.5,74.1,53.7,16.1,50.8,55.3,98.88,50.7,15,8,7,725.0,105.7,104.1,1.6,61.5,1.73,17.4,26.6,73.1,51.0,13.7,49.8,54.3,93.38,52.2,-3
33,Dallas Mavericks,75,Portland Trail Blazers,94,13,6,7,624.0,101.4,104.6,-3.1,53.3,1.44,15.6,24.3,72.2,47.2,14.3,49.1,52.4,97.58,46.6,16,10,6,773.0,108.7,104.8,3.9,53.2,1.51,16.4,28.2,75.4,52.6,14.6,52.4,55.7,94.66,51.5,-19
34,Toronto Raptors,94,Charlotte Hornets,103,15,7,8,720.0,111.8,112.4,-0.7,57.3,1.91,17.2,27.2,68.8,48.0,12.3,51.4,56.1,92.30,49.0,17,8,9,826.0,101.8,102.8,-0.9,58.5,1.79,16.5,25.8,76.1,50.8,12.4,46.7,51.3,94.87,50.1,-9
35,Chicago Bulls,84,Indiana Pacers,98,15,8,7,725.0,105.7,104.1,1.6,61.5,1.73,17.4,26.6,73.1,51.0,13.7,49.8,54.3,93.38,52.2,16,8,8,773.0,105.8,103.5,2.3,58.0,1.65,16.6,25.9,74.1,49.9,13.6,49.8,54.0,94.66,51.6,-14
36,Sacramento Kings,114,Orlando Magic,119,17,6,11,821.0,106.9,109.9,-3.0,57.8,1.35,16.1,32.0,70.8,51.1,16.4,49.1,54.4,96.23,47.9,14,3,11,672.0,101.9,111.2,-9.2,57.7,1.52,16.8,29.9,69.1,48.9,15.2,48.5,51.7,95.71,45.4,-5
37,Utah Jazz,89,Philadelphia 76ers,83,16,10,6,773.0,102.3,98.3,4.0,55.9,1.29,15.2,33.2,71.7,52.6,16.1,48.3,52.1,89.23,54.3,17,5,12,831.0,97.4,100.7,-3.3,59.3,1.37,15.6,29.9,70.3,48.9,15.7,46.2,48.7,96.98,45.6,6
38,Miami Heat,97,Washington Wizards,99,16,9,7,773.0,103.9,102.8,1.1,52.0,1.22,15.2,28.9,68.1,49.1,16.6,50.3,54.4,93.64,50.9,14,7,7,682.0,99.9,100.7,-0.9,58.6,1.53,16.5,26.0,71.6,49.4,14.5,47.9,51.9,94.87,50.7,-2
39,Cleveland Cavaliers,97,Atlanta Hawks,106,15,11,4,730.0,113.4,104.0,9.4,58.0,1.58,17.3,31.3,73.3,52.6,15.1,54.3,57.8,92.94,53.7,16,9,7,768.0,107.4,106.3,1.0,67.2,1.77,19.4,26.8,69.0,47.9,15.3,52.2,55.7,94.38,50.6,-9
40,Phoenix Suns,108,Brooklyn Nets,100,15,7,8,725.0,97.0,100.4,-3.4,51.9,1.18,14.6,28.5,73.5,50.8,16.4,47.0,50.6,96.60,48.5,16,9,7,788.0,104.6,107.5,-2.9,54.9,1.67,16.4,26.7,68.9,48.1,13.1,49.3,53.3,95.76,48.7,8
41,Detroit Pistons,93,Houston Rockets,103,15,6,9,725.0,104.9,105.5,-0.6,59.0,1.96,17.1,31.9,69.2,49.2,12.3,47.2,50.2,93.05,47.5,16,10,6,773.0,105.7,103.5,2.2,63.5,1.45,17.6,28.1,68.2,48.7,16.7,51.4,55.3,97.43,51.2,-10
42,Los Angeles Lakers,90,Memphis Grizzlies,97,16,4,12,778.0,101.1,104.9,-3.7,58.7,1.58,16.8,29.5,74.4,51.6,14.7,47.8,51.5,94.21,47.3,17,9,8,816.0,101.9,102.3,-0.4,57.9,1.50,16.8,26.3,71.6,49.0,15.2,48.9,52.8,92.68,49.8,-7
43,Boston Celtics,104,New Orleans Pelicans,98,18,10,8,869.0,103.2,103.0,0.2,62.2,1.82,17.4,29.3,70.8,49.5,13.4,47.4,51.0,95.17,49.1,15,8,7,730.0,104.6,102.2,2.3,62.5,1.55,18.4,28.6,70.2,50.4,16.4,51.9,54.9,92.19,52.4,6
44,Denver Nuggets,111,San Antonio Spurs,120,16,8,8,778.0,105.8,103.4,2.4,57.0,1.56,16.6,28.8,71.0,49.4,14.6,50.5,53.5,97.36,49.3,15,12,3,730.0,114.3,101.4,13.0,59.2,1.97,18.8,26.6,73.1,51.4,13.1,55.2,59.0,95.08,58.9,-9
45,Dallas Mavericks,89,Golden State Warriors,104,13,6,7,624.0,101.4,104.6,-3.1,53.3,1.44,15.6,24.3,72.2,47.2,14.3,49.1,52.4,97.58,46.6,18,16,2,864.0,111.4,99.5,11.9,68.0,1.93,20.1,29.0,69.8,50.4,14.8,54.3,57.5,97.00,58.5,-15
46,Memphis Grizzlies,89,New Orleans Pelicans,95,17,9,8,816.0,101.9,102.3,-0.4,57.9,1.50,16.8,26.3,71.6,49.0,15.2,48.9,52.8,92.68,49.8,15,8,7,730.0,104.6,102.2,2.3,62.5,1.55,18.4,28.6,70.2,50.4,16.4,51.9,54.9,92.19,52.4,-6
47,Phoenix Suns,79,Cleveland Cavaliers,89,15,7,8,725.0,97.0,100.4,-3.4,51.9,1.18,14.6,28.5,73.5,50.8,16.4,47.0,50.6,96.60,48.5,15,11,4,730.0,113.4,104.0,9.4,58.0,1.58,17.3,31.3,73.3,52.6,15.1,54.3,57.8,92.94,53.7,-10
48,Sacramento Kings,109,Miami Heat,114,17,6,11,821.0,106.9,109.9,-3.0,57.8,1.35,16.1,32.0,70.8,51.1,16.4,49.1,54.4,96.23,47.9,16,9,7,773.0,103.9,102.8,1.1,52.0,1.22,15.2,28.9,68.1,49.1,16.6,50.3,54.4,93.64,50.9,-5
49,Indiana Pacers,92,New York Knicks,86,16,8,8,773.0,105.8,103.5,2.3,58.0,1.65,16.6,25.9,74.1,49.9,13.6,49.8,54.0,94.66,51.6,16,2,14,778.0,93.0,110.3,-17.3,61.2,1.34,15.8,28.0,69.2,47.8,16.0,43.9,48.1,92.61,40.2,6
50,Atlanta Hawks,84,Philadelphia 76ers,92,16,9,7,768.0,107.4,106.3,1.0,67.2,1.77,19.4,26.8,69.0,47.9,15.3,52.2,55.7,94.38,50.6,17,5,12,831.0,97.4,100.7,-3.3,59.3,1.37,15.6,29.9,70.3,48.9,15.7,46.2,48.7,96.98,45.6,-8
51,Portland Trail Blazers,113,Minnesota Timberwolves,121,16,10,6,773.0,108.7,104.8,3.9,53.2,1.51,16.4,28.2,75.4,52.6,14.6,52.4,55.7,94.66,51.5,16,3,13,783.0,102.3,112.1,-9.8,58.7,1.38,16.4,28.3,66.8,47.6,16.0,47.7,53.3,93.98,45.6,-8
52,Washington Wizards,85,Milwaukee Bucks,91,14,7,7,682.0,99.9,100.7,-0.9,58.6,1.53,16.5,26.0,71.6,49.4,14.5,47.9,51.9,94.87,50.7,15,4,11,740.0,100.4,106.5,-6.1,62.6,1.35,17.0,31.9,72.8,51.5,17.5,47.4,51.7,93.89,46.6,-6
53,Houston Rockets,114,Denver Nuggets,100,16,10,6,773.0,105.7,103.5,2.2,63.5,1.45,17.6,28.1,68.2,48.7,16.7,51.4,55.3,97.43,51.2,16,8,8,778.0,105.8,103.4,2.4,57.0,1.56,16.6,28.8,71.0,49.4,14.6,50.5,53.5,97.36,49.3,14
54,Chicago Bulls,105,San Antonio Spurs,116,15,8,7,725.0,105.7,104.1,1.6,61.5,1.73,17.4,26.6,73.1,51.0,13.7,49.8,54.3,93.38,52.2,15,12,3,730.0,114.3,101.4,13.0,59.2,1.97,18.8,26.6,73.1,51.4,13.1,55.2,59.0,95.08,58.9,-11
55,Los Angeles Clippers,98,Golden State Warriors,106,16,11,5,773.0,108.7,102.4,6.3,63.8,1.85,18.9,26.1,73.7,50.4,14.1,53.9,56.0,96.78,53.3,18,16,2,864.0,111.4,99.5,11.9,68.0,1.93,20.1,29.0,69.8,50.4,14.8,54.3,57.5,97.00,58.5,-8
56,Utah Jazz,95,Brooklyn Nets,88,16,10,6,773.0,102.3,98.3,4.0,55.9,1.29,15.2,33.2,71.7,52.6,16.1,48.3,52.1,89.23,54.3,16,9,7,788.0,104.6,107.5,-2.9,54.9,1.67,16.4,26.7,68.9,48.1,13.1,49.3,53.3,95.76,48.7,7
57,Charlotte Hornets,108,Detroit Pistons,101,17,8,9,826.0,101.8,102.8,-0.9,58.5,1.79,16.5,25.8,76.1,50.8,12.4,46.7,51.3,94.87,50.1,15,6,9,725.0,104.9,105.5,-0.6,59.0,1.96,17.1,31.9,69.2,49.2,12.3,47.2,50.2,93.05,47.5,7
58,Boston Celtics,98,Orlando Magic,103,18,10,8,869.0,103.2,103.0,0.2,62.2,1.82,17.4,29.3,70.8,49.5,13.4,47.4,51.0,95.17,49.1,14,3,11,672.0,101.9,111.2,-9.2,57.7,1.52,16.8,29.9,69.1,48.9,15.2,48.5,51.7,95.71,45.4,-5
59,Toronto Raptors,104,Oklahoma City Thunder,108,15,7,8,720.0,111.8,112.4,-0.7,57.3,1.91,17.2,27.2,68.8,48.0,12.3,51.4,56.1,92.30,49.0,15,10,5,725.0,110.0,108.1,1.9,52.5,1.32,15.4,33.5,74.1,53.7,16.1,50.8,55.3,98.88,50.7,-4
60,Dallas Mavericks,100,Los Angeles Lakers,93,13,6,7,624.0,101.4,104.6,-3.1,53.3,1.44,15.6,24.3,72.2,47.2,14.3,49.1,52.4,97.58,46.6,16,4,12,778.0,101.1,104.9,-3.7,58.7,1.58,16.8,29.5,74.4,51.6,14.7,47.8,51.5,94.21,47.3,7
61,Washington Wizards,95,Charlotte Hornets,69,14,7,7,682.0,99.9,100.7,-0.9,58.6,1.53,16.5,26.0,71.6,49.4,14.5,47.9,51.9,94.87,50.7,17,8,9,826.0,101.8,102.8,-0.9,58.5,1.79,16.5,25.8,76.1,50.8,12.4,46.7,51.3,94.87,50.1,26
62,Sacramento Kings,105,Atlanta Hawks,130,17,6,11,821.0,106.9,109.9,-3.0,57.8,1.35,16.1,32.0,70.8,51.1,16.4,49.1,54.4,96.23,47.9,16,9,7,768.0,107.4,106.3,1.0,67.2,1.77,19.4,26.8,69.0,47.9,15.3,52.2,55.7,94.38,50.6,-25
63,Boston Celtics,100,Miami Heat,90,18,10,8,869.0,103.2,103.0,0.2,62.2,1.82,17.4,29.3,70.8,49.5,13.4,47.4,51.0,95.17,49.1,16,9,7,773.0,103.9,102.8,1.1,52.0,1.22,15.2,28.9,68.1,49.1,16.6,50.3,54.4,93.64,50.9,10
64,Memphis Grizzlies,101,Chicago Bulls,91,17,9,8,816.0,101.9,102.3,-0.4,57.9,1.50,16.8,26.3,71.6,49.0,15.2,48.9,52.8,92.68,49.8,15,8,7,725.0,105.7,104.1,1.6,61.5,1.73,17.4,26.6,73.1,51.0,13.7,49.8,54.3,93.38,52.2,10
65,New Orleans Pelicans,114,Milwaukee Bucks,103,15,8,7,730.0,104.6,102.2,2.3,62.5,1.55,18.4,28.6,70.2,50.4,16.4,51.9,54.9,92.19,52.4,15,4,11,740.0,100.4,106.5,-6.1,62.6,1.35,17.0,31.9,72.8,51.5,17.5,47.4,51.7,93.89,46.6,11
66,New York Knicks,78,Denver Nuggets,106,16,2,14,778.0,93.0,110.3,-17.3,61.2,1.34,15.8,28.0,69.2,47.8,16.0,43.9,48.1,92.61,40.2,16,8,8,778.0,105.8,103.4,2.4,57.0,1.56,16.6,28.8,71.0,49.4,14.6,50.5,53.5,97.36,49.3,-28
67,Golden State Warriors,98,Phoenix Suns,80,18,16,2,864.0,111.4,99.5,11.9,68.0,1.93,20.1,29.0,69.8,50.4,14.8,54.3,57.5,97.00,58.5,15,7,8,725.0,97.0,100.4,-3.4,51.9,1.18,14.6,28.5,73.5,50.8,16.4,47.0,50.6,96.60,48.5,18
68,Minnesota Timberwolves,76,Los Angeles Clippers,89,16,3,13,783.0,102.3,112.1,-9.8,58.7,1.38,16.4,28.3,66.8,47.6,16.0,47.7,53.3,93.98,45.6,16,11,5,773.0,108.7,102.4,6.3,63.8,1.85,18.9,26.1,73.7,50.4,14.1,53.9,56.0,96.78,53.3,-13
69,Orlando Magic,86,Indiana Pacers,118,14,3,11,672.0,101.9,111.2,-9.2,57.7,1.52,16.8,29.9,69.1,48.9,15.2,48.5,51.7,95.71,45.4,16,8,8,773.0,105.8,103.5,2.3,58.0,1.65,16.6,25.9,74.1,49.9,13.6,49.8,54.0,94.66,51.6,-32
70,New Orleans Pelicans,111,Brooklyn Nets,91,15,8,7,730.0,104.6,102.2,2.3,62.5,1.55,18.4,28.6,70.2,50.4,16.4,51.9,54.9,92.19,52.4,16,9,7,788.0,104.6,107.5,-2.9,54.9,1.67,16.4,26.7,68.9,48.1,13.1,49.3,53.3,95.76,48.7,20
71,Cleveland Cavaliers,127,Dallas Mavericks,94,15,11,4,730.0,113.4,104.0,9.4,58.0,1.58,17.3,31.3,73.3,52.6,15.1,54.3,57.8,92.94,53.7,13,6,7,624.0,101.4,104.6,-3.1,53.3,1.44,15.6,24.3,72.2,47.2,14.3,49.1,52.4,97.58,46.6,33
72,Toronto Raptors,107,San Antonio Spurs,117,15,7,8,720.0,111.8,112.4,-0.7,57.3,1.91,17.2,27.2,68.8,48.0,12.3,51.4,56.1,92.30,49.0,15,12,3,730.0,114.3,101.4,13.0,59.2,1.97,18.8,26.6,73.1,51.4,13.1,55.2,59.0,95.08,58.9,-10
73,New York Knicks,82,Utah Jazz,87,16,2,14,778.0,93.0,110.3,-17.3,61.2,1.34,15.8,28.0,69.2,47.8,16.0,43.9,48.1,92.61,40.2,16,10,6,773.0,102.3,98.3,4.0,55.9,1.29,15.2,33.2,71.7,52.6,16.1,48.3,52.1,89.23,54.3,-5
74,Detroit Pistons,85,Los Angeles Lakers,93,15,6,9,725.0,104.9,105.5,-0.6,59.0,1.96,17.1,31.9,69.2,49.2,12.3,47.2,50.2,93.05,47.5,16,4,12,778.0,101.1,104.9,-3.7,58.7,1.58,16.8,29.5,74.4,51.6,14.7,47.8,51.5,94.21,47.3,-8
75,Sacramento Kings,113,Charlotte Hornets,106,17,6,11,821.0,106.9,109.9,-3.0,57.8,1.35,16.1,32.0,70.8,51.1,16.4,49.1,54.4,96.23,47.9,17,8,9,826.0,101.8,102.8,-0.9,58.5,1.79,16.5,25.8,76.1,50.8,12.4,46.7,51.3,94.87,50.1,7
76,Chicago Bulls,104,Philadelphia 76ers,95,15,8,7,725.0,105.7,104.1,1.6,61.5,1.73,17.4,26.6,73.1,51.0,13.7,49.8,54.3,93.38,52.2,17,5,12,831.0,97.4,100.7,-3.3,59.3,1.37,15.6,29.9,70.3,48.9,15.7,46.2,48.7,96.98,45.6,9
77,Memphis Grizzlies,92,Boston Celtics,95,17,9,8,816.0,101.9,102.3,-0.4,57.9,1.50,16.8,26.3,71.6,49.0,15.2,48.9,52.8,92.68,49.8,18,10,8,869.0,103.2,103.0,0.2,62.2,1.82,17.4,29.3,70.8,49.5,13.4,47.4,51.0,95.17,49.1,-3
78,Brooklyn Nets,98,Miami Heat,104,16,9,7,788.0,104.6,107.5,-2.9,54.9,1.67,16.4,26.7,68.9,48.1,13.1,49.3,53.3,95.76,48.7,16,9,7,773.0,103.9,102.8,1.1,52.0,1.22,15.2,28.9,68.1,49.1,16.6,50.3,54.4,93.64,50.9,-6
79,Orlando Magic,91,Milwaukee Bucks,97,14,3,11,672.0,101.9,111.2,-9.2,57.7,1.52,16.8,29.9,69.1,48.9,15.2,48.5,51.7,95.71,45.4,15,4,11,740.0,100.4,106.5,-6.1,62.6,1.35,17.0,31.9,72.8,51.5,17.5,47.4,51.7,93.89,46.6,-6
80,Los Angeles Clippers,120,Oklahoma City Thunder,108,16,11,5,773.0,108.7,102.4,6.3,63.8,1.85,18.9,26.1,73.7,50.4,14.1,53.9,56.0,96.78,53.3,15,10,5,725.0,110.0,108.1,1.9,52.5,1.32,15.4,33.5,74.1,53.7,16.1,50.8,55.3,98.88,50.7,12
81,Atlanta Hawks,102,Denver Nuggets,115,16,9,7,768.0,107.4,106.3,1.0,67.2,1.77,19.4,26.8,69.0,47.9,15.3,52.2,55.7,94.38,50.6,16,8,8,778.0,105.8,103.4,2.4,57.0,1.56,16.6,28.8,71.0,49.4,14.6,50.5,53.5,97.36,49.3,-13
82,Minnesota Timberwolves,97,Phoenix Suns,106,16,3,13,783.0,102.3,112.1,-9.8,58.7,1.38,16.4,28.3,66.8,47.6,16.0,47.7,53.3,93.98,45.6,15,7,8,725.0,97.0,100.4,-3.4,51.9,1.18,14.6,28.5,73.5,50.8,16.4,47.0,50.6,96.60,48.5,-9
83,Detroit Pistons,98,Golden State Warriors,105,15,6,9,725.0,104.9,105.5,-0.6,59.0,1.96,17.1,31.9,69.2,49.2,12.3,47.2,50.2,93.05,47.5,18,16,2,864.0,111.4,99.5,11.9,68.0,1.93,20.1,29.0,69.8,50.4,14.8,54.3,57.5,97.00,58.5,-7
