,team1,team1pts,team2,team2pts,1GP,1W,1L,1MIN,1OffRtg,1DefRtg,1NetRtg,1AST%,1AST/TO,1ASTRatio,1OREB%,1DREB%,1REB%,1TOV%,1eFG%,1TS%,1PACE,1PIE,2GP,2W,2L,2MIN,2OffRtg,2DefRtg,2NetRtg,2AST%,2AST/TO,2ASTRatio,2OREB%,2DREB%,2REB%,2TOV%,2eFG%,2TS%,2PACE,2PIE,net
14,Los Angeles Lakers,119,Portland Trail Blazers,128,8,3,5,389.0,112.4,112.5,-0.1,55.7,1.79,17.8,27.7,70.3,48.9,13.7,55.0,57.4,106.24,50.2,7,5,2,341.0,113.9,106.4,7.5,48.1,1.32,14.7,29.6,73.1,53.2,14.9,53.3,58.4,101.14,54.6,-9
15,Charlotte Hornets,120,Orlando Magic,88,8,4,4,384.0,114.9,109.1,5.8,58.2,2.09,17.7,27.3,71.9,49.2,11.7,53.4,57.2,100.44,52.5,7,2,5,336.0,99.4,109.6,-10.2,65.8,1.80,17.7,27.1,74.0,48.9,13.7,46.5,49.7,101.07,44.7,32
16,New York Knicks,105,Brooklyn Nets,107,8,2,6,384.0,105.2,109.8,-4.6,49.4,1.39,14.3,30.6,74.7,51.0,13.9,49.1,52.7,100.56,45.0,8,3,5,389.0,108.0,111.4,-3.4,62.9,1.46,17.9,28.9,67.5,48.7,17.1,53.2,56.0,99.15,48.2,-2
17,Atlanta Hawks,117,Memphis Grizzlies,131,7,2,5,336.0,100.1,107.5,-7.4,62.6,1.32,17.0,21.1,71.5,46.4,17.2,51.6,54.6,108.50,45.5,6,4,2,288.0,104.9,101.5,3.4,65.7,1.73,17.6,23.9,73.5,47.9,13.8,50.0,54.8,98.67,51.6,-14
18,Cleveland Cavaliers,123,Minnesota Timberwolves,131,7,1,6,336.0,108.9,116.5,-7.6,51.2,1.42,15.1,32.3,74.2,51.7,14.6,49.6,54.3,101.07,44.7,8,4,4,384.0,111.4,114.2,-2.8,55.6,1.64,16.1,31.3,66.2,48.7,13.4,50.7,55.7,103.94,49.9,-8
19,Sacramento Kings,129,New Orleans Pelicans,149,8,5,3,384.0,109.1,108.7,0.4,53.0,1.56,16.9,23.3,71.0,47.9,14.4,55.3,57.2,107.06,50.4,7,4,3,336.0,114.3,113.3,1.0,59.6,1.88,18.2,29.6,73.4,51.3,13.5,54.4,57.9,106.71,50.3,-20
20,Boston Celtics,101,Toronto Raptors,113,7,5,2,336.0,100.8,96.2,4.6,61.7,1.66,16.7,24.9,75.8,50.6,13.6,47.9,51.7,101.50,53.2,8,7,1,384.0,114.5,106.7,7.8,58.1,1.85,18.1,28.4,68.3,49.5,13.5,54.5,57.8,102.31,55.9,-12
21,Indiana Pacers,101,Milwaukee Bucks,118,8,5,3,384.0,112.1,105.5,6.6,53.7,1.67,17.6,28.0,68.6,49.2,14.4,56.0,57.7,97.13,53.8,7,7,0,336.0,113.2,98.2,15.0,61.2,1.57,18.5,26.4,74.7,53.4,16.2,56.5,59.6,106.00,59.9,-17
22,Oklahoma City Thunder,92,Los Angeles Clippers,108,6,2,4,288.0,102.4,105.0,-2.7,50.6,1.30,14.0,32.9,71.8,50.8,14.8,47.2,50.7,106.08,47.4,7,4,3,336.0,110.5,105.5,5.1,53.0,1.32,15.7,26.2,70.8,50.5,15.7,53.1,58.4,104.57,53.7,-16
23,Golden State Warriors,124,Utah Jazz,123,9,8,1,432.0,120.3,107.5,12.9,65.7,2.00,20.9,26.6,71.8,51.1,14.8,59.9,63.1,104.00,58.5,7,4,3,336.0,111.0,106.4,4.6,59.5,1.47,17.0,28.0,76.4,52.6,15.7,54.0,58.5,102.86,53.8,1
24,Brooklyn Nets,112,Indiana Pacers,132,8,3,5,389.0,108.0,111.4,-3.4,62.9,1.46,17.9,28.9,67.5,48.7,17.1,53.2,56.0,99.15,48.2,8,5,3,384.0,112.1,105.5,6.6,53.7,1.67,17.6,28.0,68.6,49.2,14.4,56.0,57.7,97.13,53.8,-20
25,Toronto Raptors,117,Washington Wizards,113,8,7,1,384.0,114.5,106.7,7.8,58.1,1.85,18.1,28.4,68.3,49.5,13.5,54.5,57.8,102.31,55.9,7,1,6,341.0,104.4,114.3,-9.9,54.2,1.45,15.2,21.1,65.6,43.3,13.6,49.7,54.7,105.57,43.8,4
26,Boston Celtics,103,New York Knicks,101,7,5,2,336.0,100.8,96.2,4.6,61.7,1.66,16.7,24.9,75.8,50.6,13.6,47.9,51.7,101.50,53.2,8,2,6,384.0,105.2,109.8,-4.6,49.4,1.39,14.3,30.6,74.7,51.0,13.9,49.1,52.7,100.56,45.0,2
27,Orlando Magic,115,Philadelphia 76ers,116,7,2,5,336.0,99.4,109.6,-10.2,65.8,1.80,17.7,27.1,74.0,48.9,13.7,46.5,49.7,101.07,44.7,8,4,4,389.0,106.3,107.5,-1.2,67.3,1.83,18.4,27.3,73.9,51.1,14.0,50.0,54.1,104.39,51.1,-1
28,Detroit Pistons,118,Chicago Bulls,116,7,4,3,346.0,107.6,108.7,-1.1,47.7,1.34,13.8,31.0,75.5,52.3,13.9,48.9,53.1,100.37,46.2,8,2,6,389.0,108.0,116.5,-8.5,59.0,1.65,17.4,23.8,69.6,47.3,14.3,53.2,56.3,100.38,45.0,2
29,Charlotte Hornets,113,Miami Heat,112,8,4,4,384.0,114.9,109.1,5.8,58.2,2.09,17.7,27.3,71.9,49.2,11.7,53.4,57.2,100.44,52.5,7,3,4,336.0,108.9,107.6,1.3,54.5,1.37,15.3,33.4,74.7,53.6,15.5,50.2,53.9,102.71,50.5,1
30,Minnesota Timberwolves,136,Dallas Mavericks,140,8,4,4,384.0,111.4,114.2,-2.8,55.6,1.64,16.1,31.3,66.2,48.7,13.4,50.7,55.7,103.94,49.9,8,2,6,389.0,106.6,111.6,-5.0,58.7,1.45,16.7,28.7,78.2,51.3,15.8,51.5,54.9,103.16,46.6,-4
31,Phoenix Suns,91,Denver Nuggets,119,7,1,6,336.0,101.4,115.5,-14.1,66.4,1.38,18.3,21.7,75.9,48.1,17.9,51.7,55.7,102.14,40.6,7,6,1,341.0,109.3,102.1,7.2,59.0,1.76,17.2,31.3,77.8,54.0,13.7,50.5,54.5,101.77,55.0,-28
32,San Antonio Spurs,108,Portland Trail Blazers,121,7,5,2,346.0,111.9,110.6,1.2,56.9,2.02,17.3,27.9,74.2,50.8,11.7,51.3,55.8,99.33,52.0,7,5,2,341.0,113.9,106.4,7.5,48.1,1.32,14.7,29.6,73.1,53.2,14.9,53.3,58.4,101.14,54.6,-13
33,Houston Rockets,124,Los Angeles Lakers,115,6,1,5,288.0,103.9,113.5,-9.6,54.8,1.50,15.2,27.4,69.9,46.4,13.7,48.7,51.6,102.17,41.0,8,3,5,389.0,112.4,112.5,-0.1,55.7,1.79,17.8,27.7,70.3,48.9,13.7,55.0,57.4,106.24,50.2,9
34,Atlanta Hawks,133,Cleveland Cavaliers,111,7,2,5,336.0,100.1,107.5,-7.4,62.6,1.32,17.0,21.1,71.5,46.4,17.2,51.6,54.6,108.50,45.5,7,1,6,336.0,108.9,116.5,-7.6,51.2,1.42,15.1,32.3,74.2,51.7,14.6,49.6,54.3,101.07,44.7,22
35,Sacramento Kings,131,Oklahoma City Thunder,120,8,5,3,384.0,109.1,108.7,0.4,53.0,1.56,16.9,23.3,71.0,47.9,14.4,55.3,57.2,107.06,50.4,6,2,4,288.0,102.4,105.0,-2.7,50.6,1.30,14.0,32.9,71.8,50.8,14.8,47.2,50.7,106.08,47.4,11
36,Golden State Warriors,98,Denver Nuggets,100,9,8,1,432.0,120.3,107.5,12.9,65.7,2.00,20.9,26.6,71.8,51.1,14.8,59.9,63.1,104.00,58.5,7,6,1,341.0,109.3,102.1,7.2,59.0,1.76,17.2,31.3,77.8,54.0,13.7,50.5,54.5,101.77,55.0,-2
37,Houston Rockets,112,Los Angeles Clippers,115,6,1,5,288.0,103.9,113.5,-9.6,54.8,1.50,15.2,27.4,69.9,46.4,13.7,48.7,51.6,102.17,41.0,7,4,3,336.0,110.5,105.5,5.1,53.0,1.32,15.7,26.2,70.8,50.5,15.7,53.1,58.4,104.57,53.7,-3
38,Orlando Magic,93,Boston Celtics,90,7,2,5,336.0,99.4,109.6,-10.2,65.8,1.80,17.7,27.1,74.0,48.9,13.7,46.5,49.7,101.07,44.7,7,5,2,336.0,100.8,96.2,4.6,61.7,1.66,16.7,24.9,75.8,50.6,13.6,47.9,51.7,101.50,53.2,3
39,Charlotte Hornets,106,Toronto Raptors,127,8,4,4,384.0,114.9,109.1,5.8,58.2,2.09,17.7,27.3,71.9,49.2,11.7,53.4,57.2,100.44,52.5,8,7,1,384.0,114.5,106.7,7.8,58.1,1.85,18.1,28.4,68.3,49.5,13.5,54.5,57.8,102.31,55.9,-21
40,New York Knicks,113,Milwaukee Bucks,124,8,2,6,384.0,105.2,109.8,-4.6,49.4,1.39,14.3,30.6,74.7,51.0,13.9,49.1,52.7,100.56,45.0,7,7,0,336.0,113.2,98.2,15.0,61.2,1.57,18.5,26.4,74.7,53.4,16.2,56.5,59.6,106.00,59.9,-11
41,Indiana Pacers,91,Minnesota Timberwolves,101,8,5,3,384.0,112.1,105.5,6.6,53.7,1.67,17.6,28.0,68.6,49.2,14.4,56.0,57.7,97.13,53.8,8,4,4,384.0,111.4,114.2,-2.8,55.6,1.64,16.1,31.3,66.2,48.7,13.4,50.7,55.7,103.94,49.9,-10
42,Chicago Bulls,109,Dallas Mavericks,115,8,2,6,389.0,108.0,116.5,-8.5,59.0,1.65,17.4,23.8,69.6,47.3,14.3,53.2,56.3,100.38,45.0,8,2,6,389.0,106.6,111.6,-5.0,58.7,1.45,16.7,28.7,78.2,51.3,15.8,51.5,54.9,103.16,46.6,-6
43,Memphis Grizzlies,92,Utah Jazz,84,6,4,2,288.0,104.9,101.5,3.4,65.7,1.73,17.6,23.9,73.5,47.9,13.8,50.0,54.8,98.67,51.6,7,4,3,336.0,111.0,106.4,4.6,59.5,1.47,17.0,28.0,76.4,52.6,15.7,54.0,58.5,102.86,53.8,8
44,Washington Wizards,125,Portland Trail Blazers,124,7,1,6,341.0,104.4,114.3,-9.9,54.2,1.45,15.2,21.1,65.6,43.3,13.6,49.7,54.7,105.57,43.8,7,5,2,341.0,113.9,106.4,7.5,48.1,1.32,14.7,29.6,73.1,53.2,14.9,53.3,58.4,101.14,54.6,1
45,Phoenix Suns,103,Golden State Warriors,123,7,1,6,336.0,101.4,115.5,-14.1,66.4,1.38,18.3,21.7,75.9,48.1,17.9,51.7,55.7,102.14,40.6,9,8,1,432.0,120.3,107.5,12.9,65.7,2.00,20.9,26.6,71.8,51.1,14.8,59.9,63.1,104.00,58.5,-20
46,San Antonio Spurs,143,Los Angeles Lakers,142,7,5,2,346.0,111.9,110.6,1.2,56.9,2.02,17.3,27.9,74.2,50.8,11.7,51.3,55.8,99.33,52.0,8,3,5,389.0,112.4,112.5,-0.1,55.7,1.79,17.8,27.7,70.3,48.9,13.7,55.0,57.4,106.24,50.2,1
47,Philadelphia 76ers,132,Detroit Pistons,133,8,4,4,389.0,106.3,107.5,-1.2,67.3,1.83,18.4,27.3,73.9,51.1,14.0,50.0,54.1,104.39,51.1,7,4,3,346.0,107.6,108.7,-1.1,47.7,1.34,13.8,31.0,75.5,52.3,13.9,48.9,53.1,100.37,46.2,-1
48,Los Angeles Clippers,109,New Orleans Pelicans,116,7,4,3,336.0,110.5,105.5,5.1,53.0,1.32,15.7,26.2,70.8,50.5,15.7,53.1,58.4,104.57,53.7,7,4,3,336.0,114.3,113.3,1.0,59.6,1.88,18.2,29.6,73.4,51.3,13.5,54.4,57.9,106.71,50.3,-7
49,Sacramento Kings,112,Denver Nuggets,126,8,5,3,384.0,109.1,108.7,0.4,53.0,1.56,16.9,23.3,71.0,47.9,14.4,55.3,57.2,107.06,50.4,7,6,1,341.0,109.3,102.1,7.2,59.0,1.76,17.2,31.3,77.8,54.0,13.7,50.5,54.5,101.77,55.0,-14
50,Dallas Mavericks,104,Atlanta Hawks,111,8,2,6,389.0,106.6,111.6,-5.0,58.7,1.45,16.7,28.7,78.2,51.3,15.8,51.5,54.9,103.16,46.6,7,2,5,336.0,100.1,107.5,-7.4,62.6,1.32,17.0,21.1,71.5,46.4,17.2,51.6,54.6,108.50,45.5,-7
51,Brooklyn Nets,102,Cleveland Cavaliers,86,8,3,5,389.0,108.0,111.4,-3.4,62.9,1.46,17.9,28.9,67.5,48.7,17.1,53.2,56.0,99.15,48.2,7,1,6,336.0,108.9,116.5,-7.6,51.2,1.42,15.1,32.3,74.2,51.7,14.6,49.6,54.3,101.07,44.7,16
52,New York Knicks,87,Miami Heat,110,8,2,6,384.0,105.2,109.8,-4.6,49.4,1.39,14.3,30.6,74.7,51.0,13.9,49.1,52.7,100.56,45.0,7,3,4,336.0,108.9,107.6,1.3,54.5,1.37,15.3,33.4,74.7,53.6,15.5,50.2,53.9,102.71,50.5,-23
53,Minnesota Timberwolves,105,Toronto Raptors,112,8,4,4,384.0,111.4,114.2,-2.8,55.6,1.64,16.1,31.3,66.2,48.7,13.4,50.7,55.7,103.94,49.9,8,7,1,384.0,114.5,106.7,7.8,58.1,1.85,18.1,28.4,68.3,49.5,13.5,54.5,57.8,102.31,55.9,-7
54,Charlotte Hornets,110,Chicago Bulls,112,8,4,4,384.0,114.9,109.1,5.8,58.2,2.09,17.7,27.3,71.9,49.2,11.7,53.4,57.2,100.44,52.5,8,2,6,389.0,108.0,116.5,-8.5,59.0,1.65,17.4,23.8,69.6,47.3,14.3,53.2,56.3,100.38,45.0,-2
55,Utah Jazz,100,Houston Rockets,89,7,4,3,336.0,111.0,106.4,4.6,59.5,1.47,17.0,28.0,76.4,52.6,15.7,54.0,58.5,102.86,53.8,6,1,5,288.0,103.9,113.5,-9.6,54.8,1.50,15.2,27.4,69.9,46.4,13.7,48.7,51.6,102.17,41.0,11
56,Indiana Pacers,116,San Antonio Spurs,96,8,5,3,384.0,112.1,105.5,6.6,53.7,1.67,17.6,28.0,68.6,49.2,14.4,56.0,57.7,97.13,53.8,7,5,2,346.0,111.9,110.6,1.2,56.9,2.02,17.3,27.9,74.2,50.8,11.7,51.3,55.8,99.33,52.0,20
57,Philadelphia 76ers,108,Milwaukee Bucks,123,8,4,4,389.0,106.3,107.5,-1.2,67.3,1.83,18.4,27.3,73.9,51.1,14.0,50.0,54.1,104.39,51.1,7,7,0,336.0,113.2,98.2,15.0,61.2,1.57,18.5,26.4,74.7,53.4,16.2,56.5,59.6,106.00,59.9,-15
58,Los Angeles Lakers,131,Phoenix Suns,113,8,3,5,389.0,112.4,112.5,-0.1,55.7,1.79,17.8,27.7,70.3,48.9,13.7,55.0,57.4,106.24,50.2,7,1,6,336.0,101.4,115.5,-14.1,66.4,1.38,18.3,21.7,75.9,48.1,17.9,51.7,55.7,102.14,40.6,18
59,Memphis Grizzlies,92,Sacramento Kings,97,6,4,2,288.0,104.9,101.5,3.4,65.7,1.73,17.6,23.9,73.5,47.9,13.8,50.0,54.8,98.67,51.6,8,5,3,384.0,109.1,108.7,0.4,53.0,1.56,16.9,23.3,71.0,47.9,14.4,55.3,57.2,107.06,50.4,-5
60,Washington Wizards,122,Golden State Warriors,144,7,1,6,341.0,104.4,114.3,-9.9,54.2,1.45,15.2,21.1,65.6,43.3,13.6,49.7,54.7,105.57,43.8,9,8,1,432.0,120.3,107.5,12.9,65.7,2.00,20.9,26.6,71.8,51.1,14.8,59.9,63.1,104.00,58.5,-22
61,Cleveland Cavaliers,103,Detroit Pistons,110,7,1,6,336.0,108.9,116.5,-7.6,51.2,1.42,15.1,32.3,74.2,51.7,14.6,49.6,54.3,101.07,44.7,7,4,3,346.0,107.6,108.7,-1.1,47.7,1.34,13.8,31.0,75.5,52.3,13.9,48.9,53.1,100.37,46.2,-7
62,Portland Trail Blazers,128,Orlando Magic,114,7,5,2,341.0,113.9,106.4,7.5,48.1,1.32,14.7,29.6,73.1,53.2,14.9,53.3,58.4,101.14,54.6,7,2,5,336.0,99.4,109.6,-10.2,65.8,1.80,17.7,27.1,74.0,48.9,13.7,46.5,49.7,101.07,44.7,14
63,Boston Celtics,101,Oklahoma City Thunder,95,7,5,2,336.0,100.8,96.2,4.6,61.7,1.66,16.7,24.9,75.8,50.6,13.6,47.9,51.7,101.50,53.2,6,2,4,288.0,102.4,105.0,-2.7,50.6,1.30,14.0,32.9,71.8,50.8,14.8,47.2,50.7,106.08,47.4,6
64,Denver Nuggets,114,Los Angeles Lakers,121,7,6,1,341.0,109.3,102.1,7.2,59.0,1.76,17.2,31.3,77.8,54.0,13.7,50.5,54.5,101.77,55.0,8,3,5,389.0,112.4,112.5,-0.1,55.7,1.79,17.8,27.7,70.3,48.9,13.7,55.0,57.4,106.24,50.2,-7
65,Chicago Bulls,106,Charlotte Hornets,135,8,2,6,389.0,108.0,116.5,-8.5,59.0,1.65,17.4,23.8,69.6,47.3,14.3,53.2,56.3,100.38,45.0,8,4,4,384.0,114.9,109.1,5.8,58.2,2.09,17.7,27.3,71.9,49.2,11.7,53.4,57.2,100.44,52.5,-29
66,Golden State Warriors,128,New York Knicks,100,9,8,1,432.0,120.3,107.5,12.9,65.7,2.00,20.9,26.6,71.8,51.1,14.8,59.9,63.1,104.00,58.5,8,2,6,384.0,105.2,109.8,-4.6,49.4,1.39,14.3,30.6,74.7,51.0,13.9,49.1,52.7,100.56,45.0,28
67,Dallas Mavericks,107,Toronto Raptors,116,8,2,6,389.0,106.6,111.6,-5.0,58.7,1.45,16.7,28.7,78.2,51.3,15.8,51.5,54.9,103.16,46.6,8,7,1,384.0,114.5,106.7,7.8,58.1,1.85,18.1,28.4,68.3,49.5,13.5,54.5,57.8,102.31,55.9,-9
68,Los Angeles Clippers,133,Houston Rockets,113,7,4,3,336.0,110.5,105.5,5.1,53.0,1.32,15.7,26.2,70.8,50.5,15.7,53.1,58.4,104.57,53.7,6,1,5,288.0,103.9,113.5,-9.6,54.8,1.50,15.2,27.4,69.9,46.4,13.7,48.7,51.6,102.17,41.0,20
69,Milwaukee Bucks,125,Minnesota Timberwolves,95,7,7,0,336.0,113.2,98.2,15.0,61.2,1.57,18.5,26.4,74.7,53.4,16.2,56.5,59.6,106.00,59.9,8,4,4,384.0,111.4,114.2,-2.8,55.6,1.64,16.1,31.3,66.2,48.7,13.4,50.7,55.7,103.94,49.9,30
70,Brooklyn Nets,115,New Orleans Pelicans,117,8,3,5,389.0,108.0,111.4,-3.4,62.9,1.46,17.9,28.9,67.5,48.7,17.1,53.2,56.0,99.15,48.2,7,4,3,336.0,114.3,113.3,1.0,59.6,1.88,18.2,29.6,73.4,51.3,13.5,54.4,57.9,106.71,50.3,-2
71,Washington Wizards,112,Sacramento Kings,116,7,1,6,341.0,104.4,114.3,-9.9,54.2,1.45,15.2,21.1,65.6,43.3,13.6,49.7,54.7,105.57,43.8,8,5,3,384.0,109.1,108.7,0.4,53.0,1.56,16.9,23.3,71.0,47.9,14.4,55.3,57.2,107.06,50.4,-4
72,Boston Celtics,109,Detroit Pistons,89,7,5,2,336.0,100.8,96.2,4.6,61.7,1.66,16.7,24.9,75.8,50.6,13.6,47.9,51.7,101.50,53.2,7,4,3,346.0,107.6,108.7,-1.1,47.7,1.34,13.8,31.0,75.5,52.3,13.9,48.9,53.1,100.37,46.2,20
73,Utah Jazz,132,New Orleans Pelicans,111,7,4,3,336.0,111.0,106.4,4.6,59.5,1.47,17.0,28.0,76.4,52.6,15.7,54.0,58.5,102.86,53.8,7,4,3,336.0,114.3,113.3,1.0,59.6,1.88,18.2,29.6,73.4,51.3,13.5,54.4,57.9,106.71,50.3,21
74,Chicago Bulls,97,Atlanta Hawks,85,8,2,6,389.0,108.0,116.5,-8.5,59.0,1.65,17.4,23.8,69.6,47.3,14.3,53.2,56.3,100.38,45.0,7,2,5,336.0,100.1,107.5,-7.4,62.6,1.32,17.0,21.1,71.5,46.4,17.2,51.6,54.6,108.50,45.5,12
75,Indiana Pacers,119,Cleveland Cavaliers,107,8,5,3,384.0,112.1,105.5,6.6,53.7,1.67,17.6,28.0,68.6,49.2,14.4,56.0,57.7,97.13,53.8,7,1,6,336.0,108.9,116.5,-7.6,51.2,1.42,15.1,32.3,74.2,51.7,14.6,49.6,54.3,101.07,44.7,12
76,Charlotte Hornets,103,Philadelphia 76ers,105,8,4,4,384.0,114.9,109.1,5.8,58.2,2.09,17.7,27.3,71.9,49.2,11.7,53.4,57.2,100.44,52.5,8,4,4,389.0,106.3,107.5,-1.2,67.3,1.83,18.4,27.3,73.9,51.1,14.0,50.0,54.1,104.39,51.1,-2
77,Phoenix Suns,96,Memphis Grizzlies,117,7,1,6,336.0,101.4,115.5,-14.1,66.4,1.38,18.3,21.7,75.9,48.1,17.9,51.7,55.7,102.14,40.6,6,4,2,288.0,104.9,101.5,3.4,65.7,1.73,17.6,23.9,73.5,47.9,13.8,50.0,54.8,98.67,51.6,-21
78,Portland Trail Blazers,111,Miami Heat,120,7,5,2,341.0,113.9,106.4,7.5,48.1,1.32,14.7,29.6,73.1,53.2,14.9,53.3,58.4,101.14,54.6,7,3,4,336.0,108.9,107.6,1.3,54.5,1.37,15.3,33.4,74.7,53.6,15.5,50.2,53.9,102.71,50.5,-9
79,Orlando Magic,91,Milwaukee Bucks,113,7,2,5,336.0,99.4,109.6,-10.2,65.8,1.80,17.7,27.1,74.0,48.9,13.7,46.5,49.7,101.07,44.7,7,7,0,336.0,113.2,98.2,15.0,61.2,1.57,18.5,26.4,74.7,53.4,16.2,56.5,59.6,106.00,59.9,-22
80,Los Angeles Lakers,106,San Antonio Spurs,110,8,3,5,389.0,112.4,112.5,-0.1,55.7,1.79,17.8,27.7,70.3,48.9,13.7,55.0,57.4,106.24,50.2,7,5,2,346.0,111.9,110.6,1.2,56.9,2.02,17.3,27.9,74.2,50.8,11.7,51.3,55.8,99.33,52.0,-4
81,Golden State Warriors,120,Brooklyn Nets,114,9,8,1,432.0,120.3,107.5,12.9,65.7,2.00,20.9,26.6,71.8,51.1,14.8,59.9,63.1,104.00,58.5,8,3,5,389.0,108.0,111.4,-3.4,62.9,1.46,17.9,28.9,67.5,48.7,17.1,53.2,56.0,99.15,48.2,6
82,Utah Jazz,113,Dallas Mavericks,104,7,4,3,336.0,111.0,106.4,4.6,59.5,1.47,17.0,28.0,76.4,52.6,15.7,54.0,58.5,102.86,53.8,8,2,6,389.0,106.6,111.6,-5.0,58.7,1.45,16.7,28.7,78.2,51.3,15.8,51.5,54.9,103.16,46.6,9
83,Phoenix Suns,110,Oklahoma City Thunder,117,7,1,6,336.0,101.4,115.5,-14.1,66.4,1.38,18.3,21.7,75.9,48.1,17.9,51.7,55.7,102.14,40.6,6,2,4,288.0,102.4,105.0,-2.7,50.6,1.30,14.0,32.9,71.8,50.8,14.8,47.2,50.7,106.08,47.4,-7
