,team1,team1pts,team2,team2pts,1GP,1W,1L,1MIN,1OffRtg,1DefRtg,1NetRtg,1AST%,1AST/TO,1ASTRatio,1OREB%,1DREB%,1REB%,1TOV%,1eFG%,1TS%,1PACE,1PIE,2GP,2W,2L,2MIN,2OffRtg,2DefRtg,2NetRtg,2AST%,2AST/TO,2ASTRatio,2OREB%,2DREB%,2REB%,2TOV%,2eFG%,2TS%,2PACE,2PIE,net
24,Brooklyn Nets,112,Los Angeles Lakers,124,13,5,8,624.0,104.9,107.0,-2.2,59.0,1.50,16.8,23.8,76.5,49.6,15.0,51.5,54.8,102.50,47.9,14,5,9,677.0,103.8,104.8,-1.1,55.8,1.39,16.4,26.1,72.5,49.4,15.8,50.8,54.0,103.66,49.5,-12
25,Memphis Grizzlies,113,Los Angeles Clippers,104,13,2,11,624.0,102.7,109.6,-6.9,60.0,1.51,17.3,22.9,70.9,46.8,15.4,51.0,54.7,94.96,47.0,14,4,10,677.0,107.2,111.4,-4.2,53.8,1.25,15.6,28.3,71.1,49.5,16.8,52.3,56.3,97.81,46.5,9
26,Sacramento Kings,99,Detroit Pistons,108,14,5,9,672.0,99.8,110.9,-11.1,56.8,1.43,16.4,24.2,72.2,46.8,15.4,49.3,52.2,95.36,42.6,12,9,3,576.0,110.4,106.2,4.2,61.0,1.57,18.1,28.7,75.5,51.7,15.9,54.4,57.3,96.63,51.1,-9
27,New Orleans Pelicans,96,Chicago Bulls,90,14,8,6,677.0,106.2,107.4,-1.2,65.8,1.65,19.3,24.5,72.2,49.3,16.1,54.0,57.3,100.47,51.3,15,2,13,725.0,97.9,109.5,-11.7,59.5,1.60,16.6,23.4,78.8,49.0,14.0,47.9,50.6,98.55,42.3,6
28,Dallas Mavericks,99,Minnesota Timberwolves,112,14,4,10,677.0,101.3,104.3,-3.0,57.4,1.61,16.5,20.1,78.6,47.9,13.6,49.8,53.0,98.27,46.1,15,9,6,720.0,109.8,106.1,3.7,57.8,1.66,17.2,29.9,74.6,52.4,14.2,51.8,55.9,97.50,53.4,-13
29,Golden State Warriors,127,Denver Nuggets,108,14,11,3,677.0,111.0,99.6,11.4,68.6,1.86,20.7,23.6,74.1,51.0,15.4,56.8,60.0,102.91,58.0,14,9,5,672.0,109.0,108.7,0.3,58.3,1.36,16.9,32.5,75.6,53.4,17.2,53.3,56.5,98.96,50.4,19
30,Atlanta Hawks,117,Cleveland Cavaliers,115,14,3,11,672.0,106.3,111.7,-5.5,61.3,1.46,18.1,27.1,69.9,48.3,16.9,53.8,56.6,98.07,47.1,15,12,3,725.0,114.1,107.8,6.3,57.1,1.60,17.4,25.8,72.3,49.9,14.6,55.9,60.0,99.51,53.2,2
31,Miami Heat,104,Los Angeles Clippers,101,15,8,7,720.0,100.3,103.5,-3.2,58.8,1.31,16.2,21.9,74.9,48.7,16.3,50.9,54.3,97.10,48.2,14,4,10,677.0,107.2,111.4,-4.2,53.8,1.25,15.6,28.3,71.1,49.5,16.8,52.3,56.3,97.81,46.5,3
32,Boston Celtics,104,Orlando Magic,88,16,14,2,773.0,107.9,100.3,7.6,60.1,1.58,17.0,27.7,76.6,52.2,14.7,51.7,55.6,96.78,53.9,15,4,11,720.0,103.9,112.0,-8.0,60.3,1.56,17.5,22.8,70.8,46.8,15.1,52.6,55.3,100.07,45.8,16
33,Washington Wizards,107,Toronto Raptors,96,15,7,8,725.0,108.4,106.4,2.0,54.2,1.48,16.1,26.5,72.9,50.3,14.6,52.1,56.2,97.09,50.8,14,9,5,672.0,114.3,108.5,5.8,55.1,1.58,17.6,25.3,70.4,49.1,14.9,57.6,60.4,97.00,52.4,11
34,Utah Jazz,110,Houston Rockets,137,15,7,8,725.0,108.1,105.0,3.1,57.0,1.64,16.4,24.0,74.9,48.3,13.4,51.6,55.9,97.13,51.3,13,12,1,624.0,118.9,102.6,16.3,61.2,1.60,18.1,26.8,76.6,52.3,15.4,58.5,62.3,100.62,57.2,-27
35,Phoenix Suns,95,San Antonio Spurs,112,16,5,11,773.0,102.9,110.4,-7.5,51.5,1.30,14.8,29.1,72.2,50.1,15.2,49.1,52.9,103.89,45.1,14,10,4,672.0,108.9,103.4,5.6,63.1,1.74,18.7,26.5,74.0,51.1,14.8,52.9,56.7,95.00,54.1,-17
36,Indiana Pacers,101,New York Knicks,108,15,8,7,720.0,108.7,108.7,-0.1,57.9,1.73,18.0,24.0,73.4,49.2,14.1,54.4,57.3,99.07,50.6,15,8,7,720.0,108.8,107.6,1.2,59.3,1.52,17.9,30.0,72.9,52.5,16.3,52.8,56.5,96.77,52.1,-7
37,Charlotte Hornets,94,Minnesota Timberwolves,112,13,4,9,629.0,108.6,111.9,-3.2,56.9,1.76,16.1,28.2,75.2,50.9,12.5,50.0,54.4,97.83,48.7,15,9,6,720.0,109.8,106.1,3.7,57.8,1.66,17.2,29.9,74.6,52.4,14.2,51.8,55.9,97.50,53.4,-18
38,Oklahoma City Thunder,99,Portland Trail Blazers,103,13,4,9,624.0,102.8,103.5,-0.8,53.5,1.36,14.8,28.8,73.9,49.7,14.6,48.5,52.1,97.50,47.9,15,9,6,725.0,101.8,101.0,0.8,47.3,1.11,13.7,26.9,77.3,52.7,16.1,49.2,53.7,97.72,51.1,-4
39,Memphis Grizzlies,102,Los Angeles Lakers,107,13,2,11,624.0,102.7,109.6,-6.9,60.0,1.51,17.3,22.9,70.9,46.8,15.4,51.0,54.7,94.96,47.0,14,5,9,677.0,103.8,104.8,-1.1,55.8,1.39,16.4,26.1,72.5,49.4,15.8,50.8,54.0,103.66,49.5,-5
40,Boston Celtics,110,Atlanta Hawks,107,16,14,2,773.0,107.9,100.3,7.6,60.1,1.58,17.0,27.7,76.6,52.2,14.7,51.7,55.6,96.78,53.9,14,3,11,672.0,106.3,111.7,-5.5,61.3,1.46,18.1,27.1,69.9,48.3,16.9,53.8,56.6,98.07,47.1,3
41,Brooklyn Nets,98,Phoenix Suns,92,13,5,8,624.0,104.9,107.0,-2.2,59.0,1.50,16.8,23.8,76.5,49.6,15.0,51.5,54.8,102.50,47.9,16,5,11,773.0,102.9,110.4,-7.5,51.5,1.30,14.8,29.1,72.2,50.1,15.2,49.1,52.9,103.89,45.1,6
42,Miami Heat,80,Golden State Warriors,97,15,8,7,720.0,100.3,103.5,-3.2,58.8,1.31,16.2,21.9,74.9,48.7,16.3,50.9,54.3,97.10,48.2,14,11,3,677.0,111.0,99.6,11.4,68.6,1.86,20.7,23.6,74.1,51.0,15.4,56.8,60.0,102.91,58.0,-17
43,Milwaukee Bucks,119,Cleveland Cavaliers,124,13,7,6,629.0,106.9,107.6,-0.7,56.1,1.65,17.2,23.8,69.9,46.9,14.0,53.2,56.0,95.58,50.1,15,12,3,725.0,114.1,107.8,6.3,57.1,1.60,17.4,25.8,72.3,49.9,14.6,55.9,60.0,99.51,53.2,-5
44,New Orleans Pelicans,117,Indiana Pacers,112,14,8,6,677.0,106.2,107.4,-1.2,65.8,1.65,19.3,24.5,72.2,49.3,16.1,54.0,57.3,100.47,51.3,15,8,7,720.0,108.7,108.7,-0.1,57.9,1.73,18.0,24.0,73.4,49.2,14.1,54.4,57.3,99.07,50.6,5
45,Dallas Mavericks,113,Washington Wizards,99,14,4,10,677.0,101.3,104.3,-3.0,57.4,1.61,16.5,20.1,78.6,47.9,13.6,49.8,53.0,98.27,46.1,15,7,8,725.0,108.4,106.4,2.0,54.2,1.48,16.1,26.5,72.9,50.3,14.6,52.1,56.2,97.09,50.8,14
46,Charlotte Hornets,113,New York Knicks,118,13,4,9,629.0,108.6,111.9,-3.2,56.9,1.76,16.1,28.2,75.2,50.9,12.5,50.0,54.4,97.83,48.7,15,8,7,720.0,108.8,107.6,1.2,59.3,1.52,17.9,30.0,72.9,52.5,16.3,52.8,56.5,96.77,52.1,-5
47,Chicago Bulls,114,Toronto Raptors,119,15,2,13,725.0,97.9,109.5,-11.7,59.5,1.60,16.6,23.4,78.8,49.0,14.0,47.9,50.6,98.55,42.3,14,9,5,672.0,114.3,108.5,5.8,55.1,1.58,17.6,25.3,70.4,49.1,14.9,57.6,60.4,97.00,52.4,-5
48,Los Angeles Clippers,107,San Antonio Spurs,120,14,4,10,677.0,107.2,111.4,-4.2,53.8,1.25,15.6,28.3,71.1,49.5,16.8,52.3,56.3,97.81,46.5,14,10,4,672.0,108.9,103.4,5.6,63.1,1.74,18.7,26.5,74.0,51.1,14.8,52.9,56.7,95.00,54.1,-13
49,Brooklyn Nets,104,Denver Nuggets,112,13,5,8,624.0,104.9,107.0,-2.2,59.0,1.50,16.8,23.8,76.5,49.6,15.0,51.5,54.8,102.50,47.9,14,9,5,672.0,109.0,108.7,0.3,58.3,1.36,16.9,32.5,75.6,53.4,17.2,53.3,56.5,98.96,50.4,-8
50,Philadelphia 76ers,104,Utah Jazz,97,14,9,5,672.0,106.7,103.8,2.9,64.2,1.53,18.1,30.4,75.0,53.2,16.6,52.0,55.3,103.86,53.1,15,7,8,725.0,108.1,105.0,3.1,57.0,1.64,16.4,24.0,74.9,48.3,13.4,51.6,55.9,97.13,51.3,7
51,Memphis Grizzlies,98,Portland Trail Blazers,97,13,2,11,624.0,102.7,109.6,-6.9,60.0,1.51,17.3,22.9,70.9,46.8,15.4,51.0,54.7,94.96,47.0,15,9,6,725.0,101.8,101.0,0.8,47.3,1.11,13.7,26.9,77.3,52.7,16.1,49.2,53.7,97.72,51.1,1
52,Oklahoma City Thunder,86,Sacramento Kings,94,13,4,9,624.0,102.8,103.5,-0.8,53.5,1.36,14.8,28.8,73.9,49.7,14.6,48.5,52.1,97.50,47.9,14,5,9,672.0,99.8,110.9,-11.1,56.8,1.43,16.4,24.2,72.2,46.8,15.4,49.3,52.2,95.36,42.6,-8
53,Indiana Pacers,97,Detroit Pistons,114,15,8,7,720.0,108.7,108.7,-0.1,57.9,1.73,18.0,24.0,73.4,49.2,14.1,54.4,57.3,99.07,50.6,12,9,3,576.0,110.4,106.2,4.2,61.0,1.57,18.1,28.7,75.5,51.7,15.9,54.4,57.3,96.63,51.1,-17
54,New York Knicks,99,Orlando Magic,112,15,8,7,720.0,108.8,107.6,1.2,59.3,1.52,17.9,30.0,72.9,52.5,16.3,52.8,56.5,96.77,52.1,15,4,11,720.0,103.9,112.0,-8.0,60.3,1.56,17.5,22.8,70.8,46.8,15.1,52.6,55.3,100.07,45.8,-13
55,Los Angeles Lakers,96,Boston Celtics,107,14,5,9,677.0,103.8,104.8,-1.1,55.8,1.39,16.4,26.1,72.5,49.4,15.8,50.8,54.0,103.66,49.5,16,14,2,773.0,107.9,100.3,7.6,60.1,1.58,17.0,27.7,76.6,52.2,14.7,51.7,55.6,96.78,53.9,-11
56,Miami Heat,126,Phoenix Suns,115,15,8,7,720.0,100.3,103.5,-3.2,58.8,1.31,16.2,21.9,74.9,48.7,16.3,50.9,54.3,97.10,48.2,16,5,11,773.0,102.9,110.4,-7.5,51.5,1.30,14.8,29.1,72.2,50.1,15.2,49.1,52.9,103.89,45.1,11
57,Minnesota Timberwolves,101,Golden State Warriors,125,15,9,6,720.0,109.8,106.1,3.7,57.8,1.66,17.2,29.9,74.6,52.4,14.2,51.8,55.9,97.50,53.4,14,11,3,677.0,111.0,99.6,11.4,68.6,1.86,20.7,23.6,74.1,51.0,15.4,56.8,60.0,102.91,58.0,-24
58,Los Angeles Lakers,95,Washington Wizards,111,14,5,9,677.0,103.8,104.8,-1.1,55.8,1.39,16.4,26.1,72.5,49.4,15.8,50.8,54.0,103.66,49.5,15,7,8,725.0,108.4,106.4,2.0,54.2,1.48,16.1,26.5,72.9,50.3,14.6,52.1,56.2,97.09,50.8,-16
59,New Orleans Pelicans,118,Toronto Raptors,122,14,8,6,677.0,106.2,107.4,-1.2,65.8,1.65,19.3,24.5,72.2,49.3,16.1,54.0,57.3,100.47,51.3,14,9,5,672.0,114.3,108.5,5.8,55.1,1.58,17.6,25.3,70.4,49.1,14.9,57.6,60.4,97.00,52.4,-4
60,Cleveland Cavaliers,113,Houston Rockets,117,15,12,3,725.0,114.1,107.8,6.3,57.1,1.60,17.4,25.8,72.3,49.9,14.6,55.9,60.0,99.51,53.2,13,12,1,624.0,118.9,102.6,16.3,61.2,1.60,18.1,26.8,76.6,52.3,15.4,58.5,62.3,100.62,57.2,-4
61,Philadelphia 76ers,108,Sacramento Kings,109,14,9,5,672.0,106.7,103.8,2.9,64.2,1.53,18.1,30.4,75.0,53.2,16.6,52.0,55.3,103.86,53.1,14,5,9,672.0,99.8,110.9,-11.1,56.8,1.43,16.4,24.2,72.2,46.8,15.4,49.3,52.2,95.36,42.6,-1
62,Oklahoma City Thunder,94,Denver Nuggets,102,13,4,9,624.0,102.8,103.5,-0.8,53.5,1.36,14.8,28.8,73.9,49.7,14.6,48.5,52.1,97.50,47.9,14,9,5,672.0,109.0,108.7,0.3,58.3,1.36,16.9,32.5,75.6,53.4,17.2,53.3,56.5,98.96,50.4,-8
63,Atlanta Hawks,104,Detroit Pistons,111,14,3,11,672.0,106.3,111.7,-5.5,61.3,1.46,18.1,27.1,69.9,48.3,16.9,53.8,56.6,98.07,47.1,12,9,3,576.0,110.4,106.2,4.2,61.0,1.57,18.1,28.7,75.5,51.7,15.9,54.4,57.3,96.63,51.1,-7
64,Charlotte Hornets,87,Boston Celtics,90,13,4,9,629.0,108.6,111.9,-3.2,56.9,1.76,16.1,28.2,75.2,50.9,12.5,50.0,54.4,97.83,48.7,16,14,2,773.0,107.9,100.3,7.6,60.1,1.58,17.0,27.7,76.6,52.2,14.7,51.7,55.6,96.78,53.9,-3
65,Indiana Pacers,105,Chicago Bulls,87,15,8,7,720.0,108.7,108.7,-0.1,57.9,1.73,18.0,24.0,73.4,49.2,14.1,54.4,57.3,99.07,50.6,15,2,13,725.0,97.9,109.5,-11.7,59.5,1.60,16.6,23.4,78.8,49.0,14.0,47.9,50.6,98.55,42.3,18
66,Los Angeles Clippers,111,Oklahoma City Thunder,120,14,4,10,677.0,107.2,111.4,-4.2,53.8,1.25,15.6,28.3,71.1,49.5,16.8,52.3,56.3,97.81,46.5,13,4,9,624.0,102.8,103.5,-0.8,53.5,1.36,14.8,28.8,73.9,49.7,14.6,48.5,52.1,97.50,47.9,-9
67,Orlando Magic,128,Phoenix Suns,112,15,4,11,720.0,103.9,112.0,-8.0,60.3,1.56,17.5,22.8,70.8,46.8,15.1,52.6,55.3,100.07,45.8,16,5,11,773.0,102.9,110.4,-7.5,51.5,1.30,14.8,29.1,72.2,50.1,15.2,49.1,52.9,103.89,45.1,16
68,Milwaukee Bucks,94,San Antonio Spurs,87,13,7,6,629.0,106.9,107.6,-0.7,56.1,1.65,17.2,23.8,69.9,46.9,14.0,53.2,56.0,95.58,50.1,14,10,4,672.0,108.9,103.4,5.6,63.1,1.74,18.7,26.5,74.0,51.1,14.8,52.9,56.7,95.00,54.1,7
69,Miami Heat,84,Utah Jazz,74,15,8,7,720.0,100.3,103.5,-3.2,58.8,1.31,16.2,21.9,74.9,48.7,16.3,50.9,54.3,97.10,48.2,15,7,8,725.0,108.1,105.0,3.1,57.0,1.64,16.4,24.0,74.9,48.3,13.4,51.6,55.9,97.13,51.3,10
70,Brooklyn Nets,101,Portland Trail Blazers,97,13,5,8,624.0,104.9,107.0,-2.2,59.0,1.50,16.8,23.8,76.5,49.6,15.0,51.5,54.8,102.50,47.9,15,9,6,725.0,101.8,101.0,0.8,47.3,1.11,13.7,26.9,77.3,52.7,16.1,49.2,53.7,97.72,51.1,4
71,Los Angeles Clippers,103,New Orleans Pelicans,111,14,4,10,677.0,107.2,111.4,-4.2,53.8,1.25,15.6,28.3,71.1,49.5,16.8,52.3,56.3,97.81,46.5,14,8,6,677.0,106.2,107.4,-1.2,65.8,1.65,19.3,24.5,72.2,49.3,16.1,54.0,57.3,100.47,51.3,-8
72,Atlanta Hawks,94,Washington Wizards,113,14,3,11,672.0,106.3,111.7,-5.5,61.3,1.46,18.1,27.1,69.9,48.3,16.9,53.8,56.6,98.07,47.1,15,7,8,725.0,108.4,106.4,2.0,54.2,1.48,16.1,26.5,72.9,50.3,14.6,52.1,56.2,97.09,50.8,-19
73,Memphis Grizzlies,96,Houston Rockets,111,13,2,11,624.0,102.7,109.6,-6.9,60.0,1.51,17.3,22.9,70.9,46.8,15.4,51.0,54.7,94.96,47.0,13,12,1,624.0,118.9,102.6,16.3,61.2,1.60,18.1,26.8,76.6,52.3,15.4,58.5,62.3,100.62,57.2,-15
74,Sacramento Kings,91,New York Knicks,118,14,5,9,672.0,99.8,110.9,-11.1,56.8,1.43,16.4,24.2,72.2,46.8,15.4,49.3,52.2,95.36,42.6,15,8,7,720.0,108.8,107.6,1.2,59.3,1.52,17.9,30.0,72.9,52.5,16.3,52.8,56.5,96.77,52.1,-27
75,Cleveland Cavaliers,111,Dallas Mavericks,104,15,12,3,725.0,114.1,107.8,6.3,57.1,1.60,17.4,25.8,72.3,49.9,14.6,55.9,60.0,99.51,53.2,14,4,10,677.0,101.3,104.3,-3.0,57.4,1.61,16.5,20.1,78.6,47.9,13.6,49.8,53.0,98.27,46.1,7
76,Philadelphia 76ers,114,Golden State Warriors,135,14,9,5,672.0,106.7,103.8,2.9,64.2,1.53,18.1,30.4,75.0,53.2,16.6,52.0,55.3,103.86,53.1,14,11,3,677.0,111.0,99.6,11.4,68.6,1.86,20.7,23.6,74.1,51.0,15.4,56.8,60.0,102.91,58.0,-21
77,Los Angeles Lakers,90,Milwaukee Bucks,98,14,5,9,677.0,103.8,104.8,-1.1,55.8,1.39,16.4,26.1,72.5,49.4,15.8,50.8,54.0,103.66,49.5,13,7,6,629.0,106.9,107.6,-0.7,56.1,1.65,17.2,23.8,69.9,46.9,14.0,53.2,56.0,95.58,50.1,-8
78,Chicago Bulls,94,San Antonio Spurs,133,15,2,13,725.0,97.9,109.5,-11.7,59.5,1.60,16.6,23.4,78.8,49.0,14.0,47.9,50.6,98.55,42.3,14,10,4,672.0,108.9,103.4,5.6,63.1,1.74,18.7,26.5,74.0,51.1,14.8,52.9,56.7,95.00,54.1,-39
79,Orlando Magic,107,Denver Nuggets,125,15,4,11,720.0,103.9,112.0,-8.0,60.3,1.56,17.5,22.8,70.8,46.8,15.1,52.6,55.3,100.07,45.8,14,9,5,672.0,109.0,108.7,0.3,58.3,1.36,16.9,32.5,75.6,53.4,17.2,53.3,56.5,98.96,50.4,-18
80,Minnesota Timberwolves,110,Phoenix Suns,118,15,9,6,720.0,109.8,106.1,3.7,57.8,1.66,17.2,29.9,74.6,52.4,14.2,51.8,55.9,97.50,53.4,16,5,11,773.0,102.9,110.4,-7.5,51.5,1.30,14.8,29.1,72.2,50.1,15.2,49.1,52.9,103.89,45.1,-8
81,Brooklyn Nets,106,Utah Jazz,114,13,5,8,624.0,104.9,107.0,-2.2,59.0,1.50,16.8,23.8,76.5,49.6,15.0,51.5,54.8,102.50,47.9,15,7,8,725.0,108.1,105.0,3.1,57.0,1.64,16.4,24.0,74.9,48.3,13.4,51.6,55.9,97.13,51.3,-8
82,Toronto Raptors,94,Boston Celtics,95,14,9,5,672.0,114.3,108.5,5.8,55.1,1.58,17.6,25.3,70.4,49.1,14.9,57.6,60.4,97.00,52.4,16,14,2,773.0,107.9,100.3,7.6,60.1,1.58,17.0,27.7,76.6,52.2,14.7,51.7,55.6,96.78,53.9,-1
83,Miami Heat,103,Detroit Pistons,112,15,8,7,720.0,100.3,103.5,-3.2,58.8,1.31,16.2,21.9,74.9,48.7,16.3,50.9,54.3,97.10,48.2,12,9,3,576.0,110.4,106.2,4.2,61.0,1.57,18.1,28.7,75.5,51.7,15.9,54.4,57.3,96.63,51.1,-9
